,PMV,PPD,SET,Clo,Met,Air temperature (¡C),Relative humidity (%),Air velocity (m/s),Thermal sensation,Radiant temperature (¡C),Globe temperature (¡C),Humidity sensation,Outdoor monthly air temperature (¡F)
881,0.3,7,26.71,0.84,1.2,22.6,50.7,0.04,0,24.6,24,0,52.4
882,0.5,9,27.75,1.03,1.2,22.6,51.4,0.04,-1,24.1,23.6,-1,52.4
883,0.3,7,26.84,0.82,1.3,22.6,51.7,0.07,1,24.1,23.5,1,52.4
884,0.7,16,28.99,1.02,1.3,23.7,46.9,0.04,1,24.1,24,1,52.4
885,0.3,6,26.62,0.9,1.2,22.8,50.9,0.05,0,23.5,23.3,0,52.4
886,0.6,12,28.31,1.08,1.2,22.9,49.2,0.06,0,24.4,23.9,0,52.4
887,0.8,20,29.65,0.93,1.5,23.8,48.3,0.02,0,24.6,24.4,2,52.4
888,0.3,7,26.52,0.73,1.2,23.9,49.3,0.1,0,24.8,24.4,2,52.4
889,0.7,14,29.36,0.97,1.6,21.9,50.8,0.03,0,22.7,22.5,0,50.2
890,0.6,13,28.51,0.68,1.7,22.1,55.5,0.06,0,23.4,22.9,0,50.2
891,0.5,11,28.87,0.97,1.6,20.9,55.6,0.04,0,22.1,21.7,0,50.2
892,0.5,11,28.84,0.96,1.6,20.9,55.5,0.05,0,22.2,21.7,0,50.2
893,0.9,23,31.66,0.97,2,20.7,59.9,0.05,1,22.1,21.6,0,50.2
894,0.2,6,27.74,0.98,1.7,17.5,66.2,0.06,0,19.3,18.6,-1,50.2
895,0.5,11,28.99,0.94,1.8,20.1,57.8,0.04,0,20.2,20.2,2,50.2
896,0.5,11,28.2,0.78,1.6,21.9,53.3,0.03,0,23.3,22.9,0,50.2
897,1.6,55,33.39,0.69,2.7,22.9,46.4,0.03,0,23.8,23.5,2,50.2
898,1.4,46,32.21,0.62,2.4,24,47.1,0.02,1,24.7,24.5,0,50.2
899,0.9,22,29.64,0.78,1.6,24,44,0.05,2,25.5,25,2,50.2
900,1.5,48,33.77,0.92,2.1,24,46.3,0.09,0,25.7,25,2,50.2
901,0.6,14,28.25,0.98,1.2,23.9,45.1,0.03,0,25.1,24.8,0,50.2
902,1,27,31.41,0.89,1.9,22.5,49.3,0.03,1,23.6,23.3,0,50.2
903,0.6,13,30.76,1.41,1.7,17.6,48,0.06,-1,20,19.1,-2,50.9
904,0.3,7,27.59,1.15,1.3,20.9,39.7,0.07,-1,22,21.6,0,50.9
905,0.5,9,27.89,0.85,1.7,21.2,40,0.03,-1,22.1,21.8,0,50.9
906,0.1,5,25.83,0.84,1.2,22,42,0.05,0,23.5,23,1,50.9
907,0.2,6,26.54,1.03,1.2,21.7,42.8,0.04,0,22.9,22.5,0,50.9
908,0.2,6,26.62,1.08,1.2,21.3,45.8,0.02,0,22.6,22.3,0,50.9
909,0.8,19,30.01,1.06,1.4,23.4,41.8,0.12,0,24.9,24.2,0,50.9
910,0.7,15,28.36,1.03,1.2,24.1,36.1,0.06,0,25.3,24.9,0,50.9
911,0.9,21,30.28,1.06,1.6,22.9,39.5,0.04,2,23.7,23.5,0,50.9
912,0.3,7,26.99,1.03,1.2,22.8,36.1,0.05,0,23.4,23.2,0,50.9
913,-0.1,5,24.88,0.79,1.2,21.8,41.7,0.03,0,23,22.7,0,50.9
914,0.2,6,27.04,1.06,1.3,20.6,40.7,0.02,0,22.7,22.2,1,50.9
915,0.6,13,27.91,0.64,1.7,23.2,42.8,0.07,0,24,23.7,0,54.4
916,0.1,5,26.23,0.74,1.2,22.3,42,0.16,0,26.1,24.2,1,54.4
917,-0.2,6,25.13,0.98,1.3,19.2,53.4,0.04,0,20.4,20,0,52
918,-0.4,8,24.02,0.95,1.2,19.6,55.6,0.05,0,20.4,20.1,0,52
919,-0.2,6,24.71,1.02,1.2,19.8,54.7,0.02,0,20.5,20.3,0,52
920,-0.1,5,25.49,1.19,1.2,18.8,55.6,0.01,0,20.4,20.1,0,52
921,0,5,25.86,1.06,1.3,20.3,49.3,0.04,0,20.8,20.7,2,52
922,-0.1,5,25.31,0.89,1.3,19.9,50.6,0.02,0,21.5,21.1,0,52
923,0.7,14,30.09,1.12,1.7,19.9,50.4,0.03,0,21.8,21.2,1,52
924,0.4,8,27.9,1.01,1.5,21,48.7,0.03,-1,22.1,21.8,-1,52
925,0.6,13,29.87,1.08,1.8,19.5,52.8,0.02,0,21,20.6,2,52
926,0.2,6,27.01,1.08,1.3,20.8,51.6,0.03,0,21.2,21.1,0,52
927,0,5,25.53,0.93,1.3,20.7,48.2,0.05,0,21.8,21.4,-1,52
928,0.4,9,28.09,1.02,1.4,20.7,47.5,0.03,2,23,22.3,2,52
929,-0.8,17,22.65,0.76,1.1,20.6,47.9,0.04,0,21.6,21.3,-1,52
930,0.4,9,27.99,0.84,1.8,20.1,48.8,0.03,0,21.1,20.8,-1,52
931,0.9,21,31.02,0.88,2.3,19.4,50.1,0.03,1,20.8,20.4,2,52
932,1.2,33,32.65,0.9,2.5,19.5,50,0.02,0,21,20.6,2,52
933,1.5,50,34.03,1.06,2.7,20.4,48.4,0.04,2,21.2,20.9,1,52
934,0.6,13,30.27,1.54,1.4,19.7,50.3,0.05,-2,21.4,20.8,-1,52
935,0.8,17,30.77,1.05,1.9,19.6,50.7,0.06,0,21.2,20.7,2,52
936,-0.2,6,25.31,1.16,1.3,17.9,50.7,0.02,-2,19.1,18.9,-2,52
937,0.3,7,27.3,1.18,1.3,21.1,50.8,0.05,0,21.3,21.2,0,52
938,0.2,6,26.94,1.1,1.3,21.3,50.2,0.03,0,21.7,21.6,0,52
939,0.9,22,31.41,1.07,1.9,21.3,51.3,0.04,2,22.1,21.9,0,52
940,-0.1,5,25.19,0.96,1.3,20.3,44.3,0.04,0,20.7,20.6,0,53.1
941,0.1,5,26.07,1.08,1.2,20.9,44,0.03,-1,21.9,21.6,2,53.1
942,-0.4,9,23.9,0.9,1.1,21.5,40.7,0.04,0,22.3,22.1,0,53.1
943,0.3,7,27.21,0.9,1.5,21.4,44,0.05,0,22.5,22.1,0,53.1
944,0.6,13,29.4,0.98,1.8,20.3,45,0.05,1,21.9,21.3,-1,53.1
945,0.5,11,28.46,0.97,1.6,21.4,43.7,0.03,0,22.4,22.1,0,53.1
946,0.6,13,28.77,0.89,1.7,21.8,43.5,0.05,-2,22.8,22.4,0,53.1
947,-0.4,8,23.93,0.61,1.2,22.4,44.1,0.03,0,23.3,23,0,53.1
948,-0.1,5,25.04,0.68,1.2,22.5,35.2,0.08,0,24.4,23.7,0,53.1
949,0.5,10,27.49,0.76,1.5,22.6,34.1,0.07,-1,24.8,24,0,53.1
950,0.8,20,30.26,0.82,2.2,20.6,45.5,0.02,0,21,20.9,0,53.1
951,1,25,31.59,0.96,2,21.4,51.6,0.04,0,22.6,22.2,0,49.6
952,0.4,9,28.02,1.07,1.3,21.8,54,0.02,0,22.7,22.5,-1,49.6
953,-0.1,5,24.93,0.77,1.2,21.8,52.3,0.01,0,22.9,22.7,-1,49.6
954,-0.1,5,25.18,0.77,1.2,22.1,51.3,0.04,0,23.2,22.8,2,49.6
955,0.6,13,29.03,0.96,1.5,22.2,52.2,0.02,0,22.9,22.7,0,49.6
956,0.5,11,28.44,1.16,1.3,22,54,0.03,1,22.9,22.6,0,49.6
957,0.6,12,28.6,1.01,1.4,22.3,52.3,0.02,1,23.2,22.9,1,49.6
958,0.6,14,29.08,1.08,1.4,22.6,52.9,0.03,1,23.1,23,-1,49.6
959,0.7,16,29.35,1.03,1.5,23.2,51.1,0.07,0,22.9,23,-2,49.6
960,0.4,8,27.28,1.01,1.2,22.3,51.9,0.05,0,23.6,23.2,0,49.6
961,0.7,17,29.52,0.97,1.5,23,51.9,0.04,1,23.7,23.4,0,49.6
962,0,5,25.71,1.11,1.2,20.5,35.2,0.01,0,21.5,21.3,0,45.8
963,-0.1,5,25.05,0.73,1.4,21.2,33.2,0.03,0,22.4,22.1,0,45.8
964,-0.1,5,25.39,0.98,1.2,21,37.1,0.04,0,22.1,21.8,0,45.8
965,-0.2,6,24.85,0.84,1.2,21.5,35,0.02,0,22.8,22.5,0,45.8
966,0.2,6,26.41,0.94,1.2,22.9,31.3,0.04,-1,23.7,23.4,0,45.8
967,0.3,7,26.34,0.64,1.5,22.5,33,0.02,-2,23.8,23.5,0,45.8
968,0.6,12,28.56,0.77,1.9,20.7,49.7,0.01,2,21.1,21,0,50.9
969,0,5,25.68,1.03,1.2,21,46.2,0.02,0,21.6,21.5,0,50.9
970,0.1,5,26.32,1.14,1.2,21.6,48.1,0.04,0,20.9,21.1,0,50.9
971,0,5,25.55,1.04,1.2,20.9,45.1,0.02,1,21.4,21.3,0,50.9
972,0.3,7,27.56,1.03,1.5,20.3,46.3,0.02,0,21.6,21.3,-1,50.9
973,0.9,23,30.7,0.76,2,22,57.8,0.01,0,23.1,22.9,0,56.1
974,0.5,9,27.83,0.7,1.6,21.4,56.9,0.06,-1,23.8,22.9,1,56.1
975,0.2,6,26.2,0.63,1.4,22.2,55.4,0.03,0,23.7,23.2,1,56.1
976,-0.1,5,24.83,0.73,1.2,22.1,57,0.03,0,22.9,22.7,0,56.1
977,0.6,13,29.46,0.99,1.5,20.9,61.7,0.08,0,23.5,22.4,-1,56.1
978,0.5,10,28.02,0.98,1.3,22.2,55.5,0.03,0,23.1,22.9,0,56.1
979,-0.3,6,24.6,0.73,1.2,20.7,60.7,0.05,-1,23.3,22.4,-2,56.1
980,-0.5,10,23.6,0.63,1.2,20.7,60.8,0.06,0,23,22.2,0,56.1
981,0.6,12,29.35,1.24,1.3,20.5,62.1,0.06,-1,22.9,22,0,56.1
982,0.5,11,28.22,1.12,1.2,22.7,54.4,0.04,1,23.5,23.2,-1,56.1
983,0.4,8,27.32,0.76,1.4,22.4,56.9,0.05,0,24.1,23.5,0,56.1
984,0.5,9,27.82,0.97,1.3,22.5,56.1,0.02,1,23.9,23.5,2,56.1
985,0,5,25.46,0.67,1.3,22.5,57.1,0.06,-2,23.3,23,0,56.1
986,0.1,5,25.87,0.65,1.3,22.9,57,0.06,0,23.5,23.2,0,56.1
987,0,5,25.5,0.66,1.4,21.6,59.3,0.07,0,22.6,22.2,0,55.4
988,0.2,6,27.38,1.03,1.2,21.3,60.3,0.14,-1,23.6,22.5,0,55.4
989,0.2,6,26.03,0.73,1.2,23.2,60.9,0.01,1,23.9,23.7,0,55.4
990,0.6,13,28.15,0.66,1.6,23.6,53.9,0.02,2,23.9,23.8,0,55.4
991,0.4,9,27.49,1.04,1.2,22.9,55.2,0.02,0,22.9,22.9,0,55.4
992,0.5,11,28.28,1.13,1.2,22.7,56.8,0.02,0,23.3,23.2,0,55.4
993,1,26,30.85,0.73,2.1,22.3,53.9,0.02,-1,23.3,23.1,0,55.4
994,0.4,8,27.19,0.67,1.6,22.2,53.7,0.04,0,22.9,22.7,1,56.3
995,0.8,17,29.86,0.97,1.6,22.4,52.5,0.01,0,23.3,23.1,2,56.3
996,0.7,15,29.34,0.91,1.6,21.7,52,0.04,0,23.8,23.1,1,56.3
997,0.2,6,25.97,0.72,1.2,23.3,54.7,0.03,0,24.2,23.9,0,56.3
998,0.9,23,30.74,1.07,1.5,23.4,53.6,0.03,1,24.6,24.3,0,56.3
999,0.4,8,26.84,0.72,1.3,23.8,52.4,0.02,-1,24.6,24.4,0,56.3
1000,0.7,17,28.89,0.89,1.3,23.9,51.5,0.02,0,25.2,24.9,0,56.3
1001,0.3,7,26.53,0.77,1.2,23.6,47.7,0.07,0,24.6,24.2,-1,56.3
1002,0.4,8,26.91,0.84,1.2,23.8,47.5,0.05,1,24.3,24.1,0,56.3
1003,0.6,12,27.8,0.68,1.4,23.5,47.8,0.09,1,25.6,24.8,0,56.3
1004,0.7,15,28.79,0.98,1.3,23.5,51.2,0.04,0,25.1,24.6,1,56.3
1005,1.5,52,33.35,0.74,2.3,24.9,47.6,0.02,0,25.4,25.2,2,56.3
1006,1.8,66,33.02,0.49,2.7,25.3,45.2,0.04,0,25.5,25.5,0,56.3
1007,1.8,69,35.02,0.92,2.6,23.9,50.2,0.03,1,25.2,24.8,2,56.3
1008,1.6,56,34.1,0.91,2.4,24.1,50.7,0.03,0,24.6,24.5,0,56.3
1009,1.5,48,33.11,0.73,2.3,24,50.3,0.02,0,24.8,24.6,0,56.3
1010,0.4,8,26.93,0.78,1.2,23.5,50.2,0.05,0,25.1,24.6,0,56.3
1011,0.5,10,27.97,1.03,1.2,22.7,51.6,0.02,-1,24.4,24,-1,56.3
1012,0.4,8,27.1,0.86,1.2,23.7,51.1,0.02,1,24.3,24.1,0,56.3
1013,0.6,13,28.21,1.03,1.2,24,51.7,0.03,1,24.6,24.4,0,56.3
1014,0.6,12,28.24,1.03,1.2,23.1,49.7,0.03,0,24.8,24.3,0,56.3
1015,0.9,20,29.34,0.86,1.4,24.5,46.4,0.05,1,25.2,25,1,56.3
1016,0.6,13,28.46,0.95,1.2,22.7,50.9,0.08,2,25.9,24.6,2,56.3
1017,0.3,7,26.82,0.66,1.5,22.5,51.5,0.02,0,23.9,23.6,0,56.3
1018,0.1,5,25.96,0.81,1.2,22.3,51.9,0.08,1,23.8,23.2,-1,56.3
1019,0,5,25.16,0.74,1.2,22.8,51.5,0.06,0,23.1,23,2,54.7
1020,0.2,6,26.01,0.74,1.2,23.4,52.5,0.05,0,24,23.8,2,54.7
1021,0.8,17,28.92,0.62,1.9,22.8,48.1,0.04,0,24,23.6,-1,54.7
1022,0.9,23,31.32,1.09,1.7,22.1,49.9,0.02,0,23.1,22.8,1,54.7
1023,0.3,7,27.25,1.08,1.2,21.9,51.3,0.03,0,23,22.7,-1,54.7
1024,0.4,8,27.29,0.79,1.5,21.9,51.4,0.03,0,23.3,22.9,1,54.7
1025,0.3,7,27.05,0.98,1.3,22,46.2,0.03,0,23.3,22.9,1,54.7
1026,0.6,12,28.04,0.8,1.5,23.2,48.2,0.02,0,23.8,23.6,2,54.7
1027,0.9,20,29.99,0.91,1.6,23.4,49.4,0.04,-1,24,23.8,1,54.7
1028,0.5,10,28.27,1.15,1.3,21.6,48.5,0.03,0,23.5,22.9,0,54.7
1029,0.1,5,25.84,0.77,1.3,22.1,50.2,0.07,0,23.4,22.9,0,54.7
1030,0.4,8,27.48,1.05,1.2,22.1,55.3,0.03,1,23.4,23,0,54.7
1031,0.3,7,27.29,0.99,1.2,21.8,55.1,0.05,0,24,23.3,0,54.7
1032,0.3,6,26.74,0.94,1.2,22.4,54.1,0.04,0,23.3,23,1,54.7
1033,0,5,25.83,0.73,1.2,22.9,41.9,0.15,1,24.5,23.8,1,54.7
1034,0.2,6,25.92,0.74,1.2,23.4,39.7,0.04,0,24.5,24.2,0,54.7
1035,0.5,10,27.73,1.04,1.2,22.9,39.1,0.03,0,24.6,24.1,0,54.7
1036,-0.3,6,24.46,0.75,1.2,21.4,41.9,0.05,0,23,22.4,0,54.7
1037,0.1,5,25.65,0.65,1.4,22.2,40.7,0.02,0,23.5,23.2,0,54.7
1038,-0.1,5,25.09,0.77,1.2,22.2,51.3,0.02,0,23,22.8,1,54.6
1039,0.7,15,29.73,1.07,1.6,21.4,52.9,0.01,1,22.1,22,0,54.6
1040,0.3,7,27.23,0.89,1.3,21.7,55.8,0.08,0,23.3,22.7,0,54.6
1041,0.3,7,26.96,0.98,1.2,22,55.6,0.06,1,23.4,22.9,1,54.6
1042,0.6,13,28.88,0.93,1.5,22.1,55.5,0.06,1,23.6,23.1,-1,54.6
1043,0.7,17,29.68,0.92,1.6,22.4,54.5,0.02,1,23.5,23.2,1,54.6
1044,1.2,34,32.5,0.9,2.1,22.6,53.3,0.03,1,22.7,22.7,0,54.6
1045,0.5,9,28.32,1,1.5,20.8,55.8,0.01,0,22.6,22.2,2,54.6
1046,0.5,10,27.79,0.76,1.6,22.1,54.2,0.04,0,22.5,22.4,2,54.6
1047,0.7,15,30.33,0.96,2,18.7,59.6,0.05,0,20.8,20.1,0,54.6
1048,-0.6,12,23.04,0.71,1.3,19.3,61.9,0.04,0,20.2,19.9,-2,54.6
1049,0.6,13,30.53,1.37,1.6,18.5,63.2,0.04,0,20.5,19.8,0,54.6
1050,0.4,8,27.52,1.08,1.2,22.3,55.7,0.03,0,22.9,22.7,0,54.6
1051,-0.8,20,22.03,0.72,1.2,19.3,66.6,0.04,0,20.2,19.9,-2,57.2
1052,0.9,22,31.41,0.86,2.2,19.9,65.5,0.06,0,20.8,20.5,-2,57.2
1053,1.2,35,33.53,0.97,2.4,19.6,66.3,0.08,-2,21.5,20.8,-2,57.2
1054,0.1,5,26.21,1.1,1.2,20.2,64.6,0.06,0,21.3,20.9,0,57.2
1055,0.6,13,29.54,0.83,2,19.2,63.1,0.03,0,21,20.5,-2,57.2
1056,0.2,6,26.71,0.96,1.3,20.9,63.2,0.04,2,21.5,21.3,2,57.2
1057,0.6,13,29.53,1.03,1.6,21.1,61.1,0.05,0,21.7,21.5,2,57.2
1058,0.3,7,27.52,1.1,1.3,20.6,62.6,0.03,-1,21.9,21.5,0,57.2
1059,0.8,17,30.28,0.94,1.7,21,61.8,0.05,1,22.8,22.2,-1,57.2
1060,0.4,8,27.86,1.01,1.3,21.2,60.7,0.05,-1,22.8,22.3,-1,57.2
1061,0,5,25.66,0.89,1.2,21.2,60.1,0.08,1,22.5,22,2,57.2
1062,0.6,12,29.51,1.19,1.5,20.8,63.8,0.03,0,21.3,21.2,0,57.2
1063,0.1,5,26.24,0.78,1.5,20.6,64.6,0.03,0,21.6,21.3,0,57.2
1064,0.3,6,26.92,0.8,1.5,21.4,61.4,0.03,1,22.1,21.9,1,57.2
1065,0.6,13,29.49,1,1.6,21.2,61.5,0.07,1,22,21.7,0,57.2
1066,-0.6,13,22.9,0.79,1.3,18.8,69.1,0.05,0,19.9,19.5,0,59
1067,1.2,35,33.37,0.9,2.5,19.2,68.1,0.09,0,20.7,20.1,0,59
1068,1.4,45,33.94,0.84,2.7,20.4,64.1,0.04,0,21.2,20.9,-1,59
1069,1.4,48,33.84,0.93,2.7,20.3,64.4,0.04,0,21,20.8,0,59
1070,0.1,5,26.69,0.91,1.6,19.1,69.3,0.22,0,21.4,20.2,-1,59
1071,0.1,5,26.22,1.07,1.2,20.9,62.2,0.07,0,21.3,21.1,-2,59
1072,0.3,7,27.06,0.76,1.6,20.8,63.8,0.04,0,21.4,21.2,0,59
1073,-0.4,8,23.86,0.78,1.2,20.9,63.6,0.04,0,21.2,21.1,0,59
1074,0.5,11,28.9,0.95,1.6,20.7,63.9,0.07,0,21.7,21.3,-1,59
1075,0.6,14,29.19,1.25,1.2,22.4,59.7,0.02,1,22.9,22.8,0,60.5
1076,0.4,9,27.75,1.03,1.2,22.5,59.5,0.03,-1,23.5,23.2,1,60.5
1077,0.7,15,29.12,1.16,1.2,22.9,60,0.06,0,24,23.6,0,60.5
1078,1.6,55,33.93,0.8,2.5,23,59.9,0.14,1,24.4,23.7,-2,60.5
1079,0.7,16,29.61,0.86,1.6,22.1,61.6,0.03,0,23.9,23.5,-2,60.5
1080,0.7,14,28.79,0.83,1.5,23,59.3,0.04,0,24.1,23.8,-1,60.5
1081,0.8,18,29.08,0.66,1.6,24.1,60.3,0.02,1,24.9,24.7,-1,60.5
1082,0.7,15,28.75,0.75,1.4,23.6,61.7,0.03,0,24.8,24.4,0,60.5
1083,0.4,8,27.26,0.61,1.8,21.3,59.8,0.02,0,21.6,21.5,-1,58.8
1084,-0.3,7,24.17,0.65,1.2,21.8,61.7,0.04,0,22.9,22.6,0,58.8
1085,1.5,53,34.17,0.91,2.5,22.7,62.7,0.01,0,23.3,23.2,0,61.3
1086,0.5,11,28.26,1.01,1.2,22.7,62.5,0.04,2,24,23.6,2,61.3
1087,0.6,14,28.72,0.91,1.3,22.8,62,0.05,1,25,24.2,-1,61.3
1088,0.4,9,27.34,0.82,1.2,23.2,61.5,0.07,0,24.8,24.2,2,61.3
1089,1,26,30.63,0.66,1.9,23.2,60.8,0.03,0,25.3,24.7,0,61.3
1090,1.4,43,33.74,0.96,2,23.9,58.2,0.05,0,24.7,24.4,0,61.3
1091,0.7,14,28.75,1.03,1.2,23.3,61,0.06,1,24.6,24.1,-1,61.3
1092,0.5,11,27.88,0.8,1.3,23.4,60.8,0.05,0,24.7,24.2,0,61.3
1093,0.8,19,29.67,1.08,1.3,23.3,59.6,0.04,0,25,24.4,0,61.3
1094,0.7,16,29.26,1.09,1.2,23,62,0.07,0,24.8,24.2,1,61.3
1095,0.4,9,27.23,0.82,1.2,23.6,60,0.02,0,24.5,24.2,0,61.3
1096,0.6,14,28.82,1.01,1.3,23.3,61,0.02,0,23.2,23.3,0,61.3
1097,0.2,6,26.01,0.68,1.2,23.3,60.2,0.03,2,24,23.8,2,62.2
1098,1.1,32,31.19,0.65,1.9,24,58.4,0.03,0,25.3,25,0,62.2
1099,1,25,29.94,0.58,1.8,24.5,57.2,0.04,1,25.3,25.1,1,62.2
1100,0.2,6,26.3,0.69,1.2,23.5,58.7,0.02,0,24.8,24.5,0,62.2
1101,0.4,8,26.95,0.77,1.2,23.7,59.8,0.04,1,24.6,24.3,0,62.2
1102,0.3,7,26.43,0.85,1.2,24.1,59.8,0.29,0,25,24.5,0,62.2
1103,0.3,7,26.71,0.74,1.2,23.2,63.5,0.04,0,24.6,24.2,0,62.2
1104,0.7,16,28.88,0.69,1.5,23.5,59.4,0.05,2,25,24.5,0,62.2
1105,0.8,20,29.16,0.61,1.6,23.9,57.3,0.04,1,26,25.3,-1,62.2
1106,0.6,12,27.66,0.74,1.2,24.7,56.6,0.03,0,25.7,25.4,0,62.2
1107,0.5,11,28.09,0.83,1.4,23,58.4,0.01,0,23.9,23.8,0,61.7
1108,0.9,23,30.32,0.62,2.1,22.3,60.2,0.05,0,23.6,23.2,-1,61.7
1109,1.6,56,34.48,0.82,2.4,24,58.5,0.02,2,24.5,24.3,0,61.7
1110,1.3,40,31.46,0.49,2.4,23.3,57.5,0.02,1,24.3,24,-1,61.7
1111,1,25,30.54,0.88,1.5,24.1,58.6,0.03,1,24.9,24.7,0,61.7
1112,0.3,7,26.81,0.64,1.3,21.9,47.9,0.1,1,26.3,24.4,1,52.5
1113,0,5,25.67,0.74,1.2,22.1,44.2,0.03,0,24.8,24,0,52.5
1114,-0.3,7,24.49,0.68,1,23.7,46.7,0.05,1,24.6,24.3,-1,52.5
1115,0.3,6,26.58,0.98,1,23.5,47.2,0.06,0,25,24.4,2,52.5
1116,1,25,30.1,1.01,1.3,24.7,48.4,0.05,-2,25.7,25.3,1,52.5
1117,-0.1,5,24.9,0.61,1.3,22.5,49.3,0.01,0,23.6,23.4,0,52.5
1118,0.3,7,26.63,0.84,1.2,23.1,48.8,0.02,0,24.3,24,2,52.5
1119,0.5,11,27.92,1.02,1.2,23.2,48.9,0.01,0,24.3,24.1,0,52.5
1120,0.2,6,26.3,1.03,1,22.9,50.7,0.04,0,24.2,23.8,0,52.5
1121,0.5,11,27.96,1.04,1.2,22.9,48.2,0.03,0,24.3,23.9,-1,52.5
1122,0.4,9,26.91,0.71,1.3,24.3,46.5,0.09,1,25,24.7,1,52.5
1123,0.9,24,30.43,1.33,1.2,23.9,48.3,0.02,0,25,24.7,0,52.5
1124,-0.3,7,24.43,0.69,1,23.9,42.7,0.01,1,24.5,24.4,2,54.2
1125,0,5,25.15,0.63,1.1,23.8,47.4,0.07,0,24.8,24.4,0,54.2
1126,0.7,17,29.05,1.01,1.3,23.7,47.2,0.04,1,25,24.6,1,54.2
1127,0,5,25.44,0.72,1.1,23.6,43.8,0.03,0,24.8,24.4,0,54.2
1128,0.3,7,26.51,0.74,1.2,24,41,0.05,1,25.1,24.8,1,54.2
1129,0.7,14,28.68,1.12,1.2,22.9,42.6,0.07,0,25.1,24.3,0,54.2
1130,0.5,11,28.04,0.96,1.3,22.4,43.1,0.08,0,24.8,23.9,0,54.2
1131,0.6,12,28.19,1.03,1.2,23,45.8,0.03,-1,25.1,24.5,0,54.2
1132,0.4,8,26.72,0.73,1.2,24,42.5,0.02,0,25.7,25.3,0,54.2
1133,0.4,8,27.12,0.88,1.2,23.2,45.4,0.02,0,24.8,24.4,0,54.2
1134,0.2,6,26.4,0.73,1.2,23.3,45.3,0.1,0,25.2,24.4,0,54.2
1135,0.7,14,28.47,1.03,1.2,24,49.6,0.03,0,24.5,24.3,0,54.2
1136,0.7,15,28.65,0.96,1.3,23.7,50.7,0.01,0,24.6,24.5,0,54.2
1137,0.3,7,26.3,0.62,1.3,24.2,48.8,0.02,0,24.7,24.6,0,54.2
1138,1,24,29.57,0.61,1.7,24.7,49.1,0.05,1,25.7,25.4,0,54.2
1139,0,5,25.2,0.67,1.1,23.4,41.3,0.06,1,25.5,24.8,2,54.2
1140,0.5,11,28.06,0.93,1.3,22.9,49.6,0.07,-2,24.2,23.7,0,55.7
1141,0.5,11,28,1.03,1.2,23.1,50,0.06,0,24.2,23.8,1,55.7
1142,1,26,29.82,0.58,2,23.8,44.2,0.04,0,24.7,24.4,0,55.7
1143,0.8,19,28.32,0.42,2,23.6,46.1,0.04,0,24.8,24.4,0,55.7
1144,0.3,7,26.22,0.69,1.2,24.4,42,0.06,1,24.9,24.7,0,55.7
1145,0.6,12,27.52,0.77,1.3,24.7,42.2,0.04,0,25.3,25.1,0,55.7
1146,0.5,9,26.84,0.69,1.2,24.8,42.9,0.02,2,25.8,25.5,0,55.7
1147,0.5,11,27.17,0.68,1.2,24.8,42.9,0.03,0,26.5,26,1,55.7
1148,0.7,16,28.25,0.8,1.2,24.7,45.9,0.04,0,26.9,26.2,0,55.7
1149,1.2,34,30.34,0.58,2,25,36.4,0.09,0,25.9,25.5,0,55.7
1150,0.5,11,27.29,0.73,1.2,25,35.7,0.1,1,26.4,25.8,0,55.7
1151,0.6,12,28,0.63,1.5,23.3,37.7,0.13,-1,26.8,25.2,0,55.7
1152,0.2,6,26.12,0.64,1.2,24.4,35.2,0.13,0,25.7,25.1,0,55.7
1153,0.6,12,27.47,0.64,1.4,24.2,41.3,0.06,0,26,25.3,1,55.7
1154,0.8,20,29.14,0.99,1.2,24.3,47.3,0.04,-1,26.4,25.7,0,55.7
1155,1.3,38,31.2,0.58,2,24.7,49.3,0.04,0,26.5,25.9,0,55.7
1156,1.2,35,31.79,0.89,1.6,25.2,48.5,0.12,0,26.9,26.1,0,55.7
1157,0.6,14,27.81,0.82,1.2,24.6,41.8,0.05,0,26,25.6,0,55.7
1158,0.2,6,25.89,0.69,1.2,23.7,43.7,0.02,0,24.8,24.5,0,55.7
1159,0.8,18,28.95,1.03,1.2,24.3,44.2,0.07,0,25.7,25.1,2,55.7
1160,0.4,9,28.22,0.99,1.3,21.7,43.1,0.14,0,24.7,23.3,0,55.7
1161,0.4,8,27.34,0.84,1.5,21.3,45.2,0.07,0,23,22.3,0,55.7
1162,0.4,9,27.21,0.61,1.8,21.6,49.2,0.04,0,22.9,22.5,0,55.7
1163,0.4,9,27.42,1,1.2,23.2,47.3,0.02,0,23.6,23.5,0,55.7
1164,0.8,19,28.91,0.53,2,23.1,46.8,0.03,0,24,23.8,2,58.7
1165,0.4,8,26.94,0.83,1.2,23.6,46.8,0.03,0,24.7,24.4,0,58.7
1166,0.1,5,25.37,0.6,1.2,24,46,0.01,0,24.8,24.6,0,58.7
1167,0.4,8,26.5,0.64,1.2,24.9,43.4,0.04,-1,25.7,25.4,-1,58.7
1168,1.1,29,30.05,0.54,2,24,45.5,0.02,0,25.8,25.4,2,58.7
1169,0.4,9,26.95,0.73,1.2,24.2,47.2,0.02,0,25.6,25.3,0,58.7
1170,0.7,15,28.49,0.92,1.3,24.1,44,0.04,0,25.4,25,0,58.7
1171,0.3,7,26.33,0.69,1.2,24.4,36,0.02,0,25.6,25.3,0,58.7
