Air temperature (¡C),Relative humidity (%),Air velocity (m/s),Outdoor monthly air temperature (¡C),Thermal sensation,PMV,PPD,SET,Clo,Met
27.4,55,0.06,38.1,0,1.1,31,29.19,0.84,1
24.5,50,0.16,38.1,0,0.1,5,26.36,0.73,1
24.5,50,0.16,38.1,0,0.1,5,26.17,0.7,1
25.1,45,0.14,38.1,0,0.5,10,27.31,0.64,1.2
28.2,46,0.14,38.1,0,0.9,21,28.16,0.66,1
29.1,39,0.05,38.1,0,1.5,49,29.46,0.7,1
26.8,48,0.11,38.1,0,0.5,10,26.96,0.64,1
28.2,50,0.08,38.1,0,1,26,28.24,0.63,1
28.2,50,0.08,38.1,0,1.1,31,28.87,0.73,1
28.2,50,0.08,38.1,0,1.1,29,28.56,0.68,1
28.1,39,0.08,38.1,0,0.9,21,27.68,0.64,1
28.1,39,0.08,38.1,0,0.9,24,28.03,0.7,1
29.6,38,0.15,38.1,0,1.2,35,28.73,0.64,1
29.6,38,0.15,38.1,0,1.3,39,29.07,0.7,1
29.6,38,0.15,38.1,0,1.2,35,28.73,0.64,1
27.6,68,0.07,38.1,0,1.2,35,29.58,0.72,1
26,40,0.07,38.1,0,0.6,13,27.13,0.64,1
26,40,0.07,38.1,0,0.6,13,27.13,0.64,1
26.3,41,0.04,38.1,0,0.4,9,26.45,0.64,1
26.3,41,0.04,38.1,0,0.5,9,26.57,0.66,1
25,42,0.07,38.1,0,0.1,5,25.59,0.66,1
23.5,42,0.09,38.1,0,-0.4,9,24.03,0.64,1
23.5,42,0.09,38.1,0,-0.4,9,24.03,0.64,1
25.6,43,0.21,38.1,0,0.5,9,26.92,0.64,1
25.4,43,0.21,38.1,0,0.6,12,27.47,0.84,1
25.1,40,0.07,38.1,0,0,5,25.37,0.97,1
25.1,40,0.07,38.1,0,-0.3,7,23.9,0.75,1
27,52,0.07,38.1,0,0.6,12,26.85,0.66,1
25.1,39,0.21,38.1,0,0.8,19,28.02,0.57,1.7
27.5,57,0.21,38.1,0,1,28,28.67,0.7,1
26.7,60,0.17,38.1,0,0.8,17,28.12,0.7,1
26.7,60,0.17,38.1,0,0.8,17,28.12,0.7,1
26.6,61,0.13,38.1,0,0.7,15,27.95,0.64,1
26,63,0.21,38.1,0,0.2,6,26.1,0.64,1
26,63,0.21,38.1,0,0.2,6,26.1,0.64,1
25.1,60,0.18,38.1,0,-0.2,6,24.87,0.64,1
26.6,61,0.17,38.1,0,0.4,8,26.74,0.68,1
26.6,61,0.17,38.1,0,0.3,7,26.45,0.64,1
26.6,61,0.17,38.1,0,0.4,9,26.89,0.7,1
26.6,61,0.17,38.1,0,0.3,7,26.45,0.64,1
26.5,59,0.12,38.1,0,0.6,12,27.54,0.72,1
26.5,59,0.12,38.1,0,0.5,11,27.4,0.7,1
26.5,59,0.12,38.1,0,0.5,10,27.12,0.66,1
26.9,59,0.16,38.1,0,0.5,9,26.97,0.64,1
26.9,59,0.16,38.1,0,0.8,18,28.35,0.84,1
25,61,0.12,38.1,0,0.1,5,26,0.66,1
25,61,0.12,38.1,0,0.4,9,27.41,0.86,1
26.5,60,0.18,38.1,0,0.6,13,27.74,0.86,1
26.5,60,0.18,38.1,0,0.2,6,26.17,0.64,1
26.5,38,0.1,38.1,0,0.6,12,27.2,0.7,1
26.5,38,0.1,38.1,0,0.8,17,28.01,0.84,1
26.4,38,0.11,38.1,0,0.6,12,27.35,0.72,1
26.4,38,0.11,38.1,0,0.6,12,27.35,0.72,1
27.3,43,0.16,38.1,0,0.9,23,28.83,0.97,1
27.3,43,0.16,38.1,0,1.2,34,30.03,0.55,1.7
27.3,43,0.16,38.1,0,0.6,12,27.23,0.7,1
27.3,43,0.16,38.1,0,0.5,10,26.86,0.64,1
30.6,36,0.23,38.1,0,1.3,40,28.27,0.66,1
30.6,36,0.23,38.1,0,1.3,42,28.5,0.7,1
30.6,36,0.23,38.1,0,1.3,42,28.5,0.7,1
30.6,36,0.23,38.1,0,1.9,73,32.91,0.69,2
22,48,0.11,38.1,0,-0.8,20,22.95,0.7,1
22,48,0.11,38.1,0,-0.8,20,22.95,0.7,1
22,48,0.11,38.1,0,-0.8,20,22.95,0.7,1
27.3,52,0.1,38.1,0,0.9,21,28.29,0.72,1
27.3,52,0.1,38.1,0,0.9,20,28.16,0.7,1
27.3,52,0.1,38.1,0,0.8,18,27.9,0.66,1
27.4,55,0.01,38.1,0,0.9,21,28.06,0.72,1
26,48,0.04,38.1,0,0.4,9,26.51,0.66,1
26,48,0.04,38.1,0,0.5,11,26.9,0.72,1
26,48,0.04,38.1,0,0.5,11,26.9,0.72,1
25.1,43,0.04,38.1,0,0.2,6,25.85,0.72,1
25.1,43,0.04,38.1,0,0.2,6,25.85,0.72,1
25.1,43,0.04,38.1,0,0.2,6,25.85,0.72,1
27.1,49,0.32,38.1,0,0.7,16,27.35,0.84,1
27.3,49,0.16,38.1,0,0.9,22,28.59,0.84,1
27.3,49,0.16,38.1,0,0.6,13,27.34,0.64,1
27.3,49,0.16,38.1,0,0.8,18,28.04,0.75,1
25.1,50,0.15,38.1,0,0.1,5,26.14,0.7,1
25.1,50,0.15,38.1,0,0,5,25.74,0.64,1
25.1,50,0.15,38.1,0,0.1,5,26.14,0.7,1
24,51,0.81,38.1,0,-0.6,12,23.54,0.84,1
25.1,40,0.07,38.1,0,-0.4,9,23.55,0.7,1
25.1,40,0.07,38.1,0,-0.4,9,23.55,0.7,1
25.1,40,0.07,38.1,0,0,5,25.37,0.97,1
26.7,61,0.13,38.1,0,0.9,24,28.93,0.66,1
26.7,61,0.13,38.1,0,1.1,29,29.5,0.75,1
26.7,61,0.13,38.1,0,0.9,24,28.93,0.66,1
26.7,61,0.13,38.1,0,1,26,29.19,0.7,1
26.6,60,0.13,38.1,0,0.8,18,28.44,0.72,1
26.6,60,0.13,38.1,0,0.7,15,28.04,0.66,1
27.8,57,0.01,38.1,0,1.3,38,29.37,0.7,1
26.9,63,0.11,38.1,0,0.9,22,28.66,0.7,1
26.9,63,0.11,38.1,0,0.8,20,28.39,0.66,1
27.4,63,0.14,38.1,0,0.8,18,28.33,0.66,1
27.4,63,0.14,38.1,0,1.2,34,30.38,0.97,1
27.4,63,0.14,38.1,0,1.2,34,30.38,0.97,1
27.5,62,0.03,38.1,0,1.1,32,29.22,0.75,1
27.7,57,0.07,38.1,0,1,28,28.65,0.7,1
28,37,0.19,38.1,0,1.3,38,29.31,0.84,1
27.2,39,0.2,38.1,0,0.9,21,27.96,0.72,1
27.2,39,0.2,38.1,0,0.8,17,27.5,0.64,1
26.5,50,0.15,38.1,0,0.6,12,27.62,0.84,1
26.5,50,0.15,38.1,0,0.4,8,26.84,0.72,1
24,43,0.12,38.1,0,-0.1,5,25.56,0.66,1
24,43,0.12,38.1,0,0,5,25.81,0.7,1
24,43,0.12,38.1,0,0,5,25.81,0.7,1
25.3,42,0.11,38.1,0,0.3,7,26.61,0.64,1
26.6,46,0.1,38.1,0,0.7,16,27.71,0.7,1
26.6,46,0.1,38.1,0,0.6,13,27.33,0.64,1
24.1,51,0.03,38.1,0,-0.2,6,24.54,0.64,1
24.1,51,0.03,38.1,0,-0.2,6,24.54,0.64,1
25,55,0.03,38.1,0,0.1,5,25.69,0.64,1
25,55,0.03,38.1,0,0.1,5,25.69,0.64,1
27.7,52,0.02,38.1,0,0.9,20,27.75,0.64,1
27.7,52,0.02,38.1,0,1,24,28.27,0.72,1
27.7,52,0.02,38.1,0,0.9,21,27.88,0.66,1
28,55,0.03,38.1,0,1,26,28.3,0.64,1
28,55,0.03,38.1,0,1.1,30,28.7,0.7,1
30.7,72,0.19,38.1,0,1.9,73,32.15,0.64,1
30.7,72,0.19,38.1,0,2,76,32.57,0.7,1
29.8,61,1.15,38.1,0,1.2,36,27.43,0.7,1
28.8,49,1.08,38.1,0,0.7,16,26.01,0.7,1
27.8,55,0.19,38.1,0,0.9,22,28.06,0.64,1
27.8,55,0.19,38.1,0,0.9,23,28.19,0.66,1
27.8,55,0.19,38.1,0,1,26,28.58,0.72,1
27.8,55,0.19,38.1,0,1.2,36,29.81,0.72,1.2
27.8,55,0.19,38.1,0,1.2,35,29.67,0.7,1.2
27.5,55,0.18,38.1,0,1.1,29,29.13,0.84,1
27.5,55,0.18,38.1,0,1.2,35,29.91,0.97,1
27.5,55,0.18,38.1,0,0.9,21,28.24,0.7,1
27.3,54,0.16,38.1,0,1.2,36,30.08,0.97,1
27.3,54,0.16,38.1,0,0.8,19,28.06,0.64,1
26.9,53,0.15,38.1,0,0.8,18,28.31,0.75,1
25.7,50,0.11,38.1,0,0.2,6,26.14,0.66,1
26.8,48,0.12,38.1,0,0.6,12,27.56,0.84,1
26.8,48,0.12,38.1,0,0.8,17,28.37,0.97,1
26.2,47,0.13,38.1,0,0.7,15,28.06,0.75,1
28.8,49,0.1,38.1,0,1.2,38,29.36,0.72,1
28.8,49,0.1,38.1,0,1.2,38,29.36,0.72,1
28.8,49,0.1,38.1,0,1.2,33,28.87,0.64,1
27.5,44,0.05,38.1,0,0.8,19,27.72,0.72,1
25.7,43,0.14,38.1,0,0,5,25.78,0.64,1
25.7,43,0.14,38.1,0,0,5,25.78,0.64,1
27,38,0.06,38.1,0,0.5,10,26.51,0.7,1
27,38,0.06,38.1,0,0.7,15,27.32,0.64,1.2
27,38,0.06,38.1,0,0.8,18,27.73,0.7,1.2
27.4,56,0.07,38.1,0,0.9,24,28.16,0.64,1
27.4,56,0.07,38.1,0,1,27,28.56,0.7,1
27.4,56,0.07,38.1,0,1,27,28.56,0.7,1
26.3,60,0.07,38.1,0,0.7,15,27.54,0.7,1
26.3,60,0.07,38.1,0,0.7,15,27.54,0.7,1
26.3,60,0.07,38.1,0,0.7,15,27.54,0.7,1
25.5,65,0.09,38.1,0,0.6,14,27.86,0.84,1
25.5,65,0.09,38.1,0,0.5,10,27.01,0.72,1
25.5,61,0.1,38.1,0,0.3,7,26.61,0.72,1
25.5,61,0.1,38.1,0,0.3,7,26.61,0.72,1
25.5,61,0.1,38.1,0,0.2,6,26.02,0.64,1
26.8,60,0.13,38.1,0,0.6,12,27.54,0.7,1
26.8,60,0.13,38.1,0,0.6,12,27.54,0.7,1
26.8,60,0.13,38.1,0,0.6,12,27.54,0.7,1
26.8,60,0.13,38.1,0,0.6,12,27.54,0.7,1
26.1,60,0.11,38.1,0,0.5,10,27.11,0.7,1
26.9,60,0.09,38.1,0,0.7,16,27.82,0.72,1
26.9,60,0.09,38.1,0,0.6,13,27.25,0.64,1
26.9,60,0.09,38.1,0,0.6,13,27.4,0.66,1
26.6,59,0.09,38.1,0,0.6,13,27.4,0.7,1
26.6,59,0.09,38.1,0,0.6,13,27.4,0.7,1
26.6,59,0.09,38.1,0,0.6,14,27.54,0.72,1
26,73,0.23,38.1,0,0.4,8,26.68,0.72,1
28.9,54,0.04,38.1,0,1.3,42,29.57,0.72,1
28.9,54,0.04,38.1,0,1.3,42,29.57,0.72,1
28.9,54,0.04,38.1,0,1.3,42,29.57,0.72,1
28.9,54,0.04,38.1,0,1.3,42,29.57,0.72,1
23.9,67,0.08,29.7,0,0,5,25.5,0.7,1
23.9,67,0.08,29.7,0,-0.1,5,25.04,0.64,1
23.9,67,0.08,29.7,0,0.1,5,25.66,0.72,1
23.9,67,0.08,29.7,0,0,5,25.2,0.66,1
26.6,45,0.27,29.7,0,0.1,5,25.45,0.72,1
26.6,45,0.27,29.7,0,0,5,25.05,0.66,1
26.6,45,0.27,29.7,0,0,5,25.05,0.66,1
25.4,42,0.17,29.7,0,-0.3,7,24.62,0.66,1
25.4,42,0.17,29.7,0,-0.3,7,24.48,0.64,1
25.2,50,0.09,29.7,0,0.3,7,26.59,0.84,1
25.2,50,0.09,29.7,0,0,5,25.24,0.64,1
24.8,46,0.07,29.7,0,-0.1,5,24.76,0.66,1
24.8,46,0.07,29.7,0,-0.1,5,25.04,0.7,1
24.8,46,0.07,29.7,0,-0.1,5,24.76,0.66,1
24.8,46,0.07,29.7,0,-0.2,6,24.63,0.64,1
24.9,46,0.07,29.7,0,0.2,5,25.78,0.72,1
24.9,46,0.07,29.7,0,0.4,8,26.55,0.64,1.2
24.9,46,0.07,29.7,0,0,5,25.11,0.62,1
24.9,46,0.07,29.7,0,0.1,5,25.52,0.68,1
24.8,46,0.09,29.7,0,0,5,25.34,0.68,1
24.8,46,0.09,29.7,0,0,5,25.34,0.68,1
24.8,46,0.09,29.7,0,-0.1,5,24.93,0.62,1
24.8,46,0.09,29.7,0,-0.1,5,24.93,0.62,1
27.5,52,0.12,29.7,0,0.6,13,27.44,0.68,1
28.2,52,0.02,29.7,0,1.1,30,28.62,0.68,1
28.2,52,0.02,29.7,0,1,27,28.23,0.62,1
28.2,52,0.02,29.7,0,1,27,28.23,0.62,1
28.3,54,0.03,29.7,0,1.1,33,28.84,0.68,1
29,55,0.08,29.7,0,1.3,43,29.63,0.68,1
29,55,0.08,29.7,0,1.3,43,29.63,0.68,1
29,55,0.08,29.7,0,1.3,39,29.25,0.62,1
27.6,48,0.15,29.7,0,0.9,23,28.45,0.68,1
27.6,48,0.15,29.7,0,0.9,23,28.45,0.68,1
25.1,43,0.1,29.7,0,0.2,6,26.06,0.62,1
25.1,43,0.1,29.7,0,0.3,7,26.44,0.68,1
26,49,0.13,29.7,0,0.4,8,26.93,0.68,1
26,54,0.1,29.7,0,0.4,8,26.55,0.62,1
26,54,0.1,29.7,0,0.4,8,26.55,0.62,1
26.1,50,0.07,29.7,0,0.5,9,26.66,0.68,1
26.1,50,0.07,29.7,0,0.4,8,26.26,0.62,1
26.1,50,0.07,29.7,0,0.4,8,26.26,0.62,1
26.1,50,0.07,29.7,0,0.4,8,26.26,0.62,1
27,56,0.11,29.7,0,0.5,10,27.09,0.68,1
26.5,54,0.09,29.7,0,0.3,7,26.05,0.62,1
25.9,50,0.09,29.7,0,0.2,6,25.84,0.62,1
27.5,46,0.34,29.7,0,0.5,10,26.16,0.63,1
27.5,46,0.34,29.7,0,0.4,9,26.09,0.62,1
27.3,44,0.11,29.7,0,0.7,16,27.67,0.68,1
27.3,44,0.11,29.7,0,0.6,14,27.3,0.62,1
28.1,38,0.13,29.7,0,0.6,14,27.27,0.62,1
26.9,52,0.09,29.7,0,0.9,22,28.13,0.63,1
26.9,52,0.09,29.7,0,1.2,38,30.03,0.95,1
26.7,52,0.07,29.7,0,1.2,33,29.6,0.95,1
26.7,52,0.07,29.7,0,0.9,22,28.22,0.72,1
26.7,52,0.07,29.7,0,1.2,33,29.6,0.95,1
24.8,51,0.13,29.7,0,0,5,25.76,0.68,1
24.5,50,0.09,29.7,0,0.1,5,25.62,0.72,1
24.8,50,0.11,29.7,0,-0.1,5,25.32,0.66,1
25.2,48,0.13,29.7,0,0.4,9,27.34,0.95,1
25.2,48,0.13,29.7,0,0,5,25.86,0.72,1
25,43,0.07,29.7,0,-0.1,5,25.01,0.63,1
24.3,45,0.04,29.7,0,-0.3,7,24.43,0.62,1
24.3,45,0.04,29.7,0,-0.1,5,24.84,0.68,1
27.5,49,0.19,29.7,0,0.7,14,27.35,0.68,1
27.4,49,0.03,29.7,0,1.1,28,28.8,0.62,1.2
27.1,41,0.15,29.7,0,0.4,9,26.71,0.62,1
26.6,41,0.05,29.7,0,0.6,12,27,0.68,1
26.9,40,0.15,29.7,0,0.4,9,26.85,0.66,1
26.9,40,0.15,29.7,0,0.4,8,26.6,0.62,1
27.5,63,0.1,29.7,0,1.2,35,30.09,0.62,1.2
27.5,63,0.1,29.7,0,1,25,28.69,0.62,1
26.6,65,0.18,29.7,0,0.4,9,26.91,0.62,1
26.6,65,0.18,29.7,0,0.4,9,26.91,0.62,1
26.9,69,0.11,29.7,0,0.7,14,27.82,0.62,1
26.9,69,0.11,29.7,0,0.7,14,27.82,0.62,1
26.3,71,0.1,29.7,0,0.5,11,27.29,0.62,1
26.3,71,0.34,29.7,0,0.1,5,25.55,0.62,1
26.6,73,0.13,29.7,0,0.7,15,28.27,0.68,1
26.6,73,0.13,29.7,0,0.9,21,29.46,0.62,1.2
26.9,71,0.11,29.7,0,0.9,22,28.9,0.68,1
24.6,45,0.06,29.7,0,-0.1,5,25.04,0.66,1
25.8,45,0.17,29.7,0,0.3,7,26.47,0.72,1
24.5,50,0.02,29.7,0,0,5,25.13,0.66,1
24.5,50,0.02,29.7,0,0,5,25.13,0.66,1
24.5,50,0.02,29.7,0,-0.1,5,24.85,0.62,1
26.9,57,0.11,29.7,0,0.7,15,27.77,0.72,1
26.9,57,0.11,29.7,0,0.6,12,27.36,0.66,1
26.9,57,0.11,29.7,0,0.7,15,27.77,0.72,1
26.9,57,0.11,29.7,0,0.5,11,27.08,0.62,1
26.9,57,0.11,29.7,0,0.6,12,27.36,0.66,1
26.3,44,0.07,29.7,0,0.3,7,26.07,0.62,1
26.3,44,0.07,29.7,0,0.3,7,26.07,0.62,1
25.1,46,0.06,29.7,0,0.1,5,25.6,0.62,1
25.1,46,0.06,29.7,0,0.1,5,25.6,0.62,1
25.1,46,0.06,29.7,0,0.1,5,25.6,0.62,1
26.1,46,0.09,29.7,0,0.5,10,26.9,0.72,1
26.4,46,0.11,29.7,0,0.3,7,26.35,0.62,1
26.4,46,0.11,29.7,0,0.3,7,26.35,0.62,1
26.4,46,0.11,29.7,0,0.3,7,26.35,0.62,1
26.9,63,0.12,29.7,0,0.9,24,28.9,0.68,1
26.9,63,0.12,29.7,0,1.2,34,30.3,0.68,1.2
28.4,63,0.22,29.7,0,1.3,42,30.2,0.68,1.2
28.4,63,0.22,29.7,0,1.3,42,30.2,0.68,1.2
28.4,63,0.22,29.7,0,1.3,42,30.2,0.68,1.2
28.4,63,0.22,29.7,0,1.3,42,30.2,0.68,1.2
28.4,52,1.42,29.7,0,0.7,15,25.46,0.62,1.2
28.4,52,1.42,29.7,0,0.8,18,25.98,0.68,1.2
28.4,52,1.42,29.7,0,0.8,18,25.98,0.68,1.2
28.4,52,1.42,29.7,0,0.3,7,24.8,0.62,1
25.4,54,0.09,29.7,0,0.2,6,26,0.62,1
25.4,54,0.11,29.7,0,0.6,14,28.09,0.95,1
25.4,54,0.11,29.7,0,0.2,5,25.98,0.63,1
25.2,53,0.09,29.7,0,0,5,25.26,0.68,1
25.2,53,0.09,29.7,0,0.1,5,25.54,0.72,1
23.9,47,0.06,29.7,0,-0.3,6,24.51,0.68,1
24.1,48,0.07,29.7,0,-0.1,5,25.03,0.72,1
24.1,48,0.07,29.7,0,-0.1,5,25.03,0.72,1
24.1,48,0.07,29.7,0,0.3,7,26.54,0.95,1
24.1,46,0.12,29.7,0,-0.1,5,25.29,0.72,1
24.1,46,0.12,29.7,0,-0.1,5,25.29,0.72,1
26.1,48,0.18,29.7,0,0,5,25.54,0.63,1
26.1,48,0.18,29.7,0,0,5,25.54,0.63,1
26.1,48,0.18,29.7,0,0.2,6,26.14,0.72,1
26,49,0.07,29.7,0,0.3,7,26.02,0.62,1
26,49,0.07,29.7,0,0.4,8,26.42,0.68,1
26.9,56,0.03,29.7,0,0.9,22,28.15,0.68,1
26.9,56,0.03,29.7,0,0.8,19,27.75,0.62,1
26.9,56,0.03,29.7,0,0.9,22,28.15,0.68,1
26.8,50,0.18,29.7,0,0.6,12,27.27,0.68,1
26.8,50,0.18,29.7,0,0.5,10,26.88,0.62,1
26.8,50,0.18,29.7,0,0.6,12,27.27,0.68,1
26.8,50,0.18,29.7,0,0.6,12,27.27,0.68,1
25.5,45,0.08,29.7,0,0.2,6,26,0.68,1
24.5,42,0.11,29.7,0,-0.1,5,25.2,0.68,1
23.8,39,0.13,29.7,0,-0.4,8,24.62,0.68,1
23.8,39,0.13,29.7,0,-0.4,8,24.62,0.68,1
27.1,47,0.11,29.7,0,0.5,9,26.76,0.62,1
27.1,47,0.11,29.7,0,0.5,9,26.76,0.62,1
26.5,47,0.06,29.7,0,0.7,14,27.31,0.72,1
26.5,47,0.06,29.7,0,0.5,10,26.66,0.62,1
26.9,47,0.09,29.7,0,0.5,11,26.89,0.62,1
26.9,47,0.09,29.7,0,0.5,11,26.89,0.62,1
26.9,47,0.09,29.7,0,0.5,11,26.89,0.62,1
26.9,47,0.09,29.7,0,0.6,14,27.28,0.68,1
26.9,47,0.09,29.7,0,0.5,11,26.89,0.62,1
27.7,46,0.07,29.7,0,0.8,19,27.47,0.62,1
27.7,46,0.07,29.7,0,0.8,19,27.47,0.62,1
27.7,46,0.07,29.7,0,0.8,19,27.47,0.62,1
26.9,45,0.11,29.7,0,0.3,7,26.36,0.62,1
26.9,45,0.11,29.7,0,0.3,7,26.36,0.62,1
26.5,57,0.07,29.7,0,0.5,11,26.86,0.62,1
26.5,57,0.07,29.7,0,0.5,11,26.86,0.62,1
26.4,56,0.15,29.7,0,0.3,7,26.67,0.62,1
26.4,56,0.27,29.7,0,0.1,5,25.55,0.62,1
26.4,56,0.27,29.7,0,0.3,6,25.98,0.68,1
26.4,56,0.27,29.7,0,0.1,5,25.55,0.62,1
26.4,56,0.27,29.7,0,0.3,6,25.98,0.68,1
26.3,53,0.08,29.7,0,0.8,20,28.38,0.68,1.2
26.3,53,0.08,29.7,0,0.8,20,28.38,0.68,1.2
26.3,53,0.08,29.7,0,0.8,20,28.38,0.68,1.2
26.3,53,0.08,29.7,0,0.9,22,28.66,0.72,1.2
27.1,52,0.15,29.7,0,0.4,8,26.63,0.62,1
26.7,53,0.26,29.7,0,0.2,6,25.57,0.62,1
26.7,53,0.26,29.7,0,0.2,6,25.57,0.62,1
26.8,53,0.14,29.7,0,0.5,10,27.15,0.68,1
26.4,59,0.15,29.7,0,0.4,9,27.05,0.62,1
26.4,59,0.15,29.7,0,0.4,9,27.05,0.62,1
26.4,59,0.15,29.7,0,0.4,9,27.05,0.62,1
27.4,56,0.16,29.7,0,0.6,12,27.25,0.62,1
28.5,48,0.05,29.7,0,1,28,28.22,0.62,1
28.5,48,0.05,29.7,0,1,28,28.22,0.62,1
28.5,48,0.05,29.7,0,1.1,29,28.28,0.63,1
26.3,46,0.04,29.7,0,0.5,11,26.83,0.62,1
26.3,46,0.04,29.7,0,0.6,13,27.21,0.68,1
24.6,54,0.05,29.7,0,0.1,5,25.58,0.68,1
29.1,49,0.34,29.7,0,1.2,37,28.91,0.95,1
29.1,49,0.34,29.7,0,0.8,18,26.73,0.62,1
26.2,52,0.12,29.7,0,0.2,6,26.27,0.68,1
25.1,46,0.03,29.7,0,0.1,5,25.4,0.68,1
26.7,48,0.07,29.7,0,0.5,11,26.77,0.72,1
26.7,48,0.07,29.7,0,0.5,11,26.77,0.72,1
26.4,48,0.2,29.7,0,0,5,25.32,0.62,1
26.3,46,0.03,29.7,0,0.4,8,26.36,0.68,1
28.3,36,0.19,29.7,0,0.6,14,26.99,0.68,1
28.7,36,0.07,29.7,0,1,28,28.16,0.68,1
27,39,0.09,29.7,0,0.8,18,27.7,0.72,1
26.2,60,0.05,29.7,0,0.7,14,27.45,0.68,1
27.2,59,0.32,29.7,0,0.5,10,26.52,0.68,1
25.6,45,0.34,29.7,0,-0.3,7,24.26,0.62,1
28.7,67,1.14,29.7,0,0.7,15,26.13,0.68,1
28.7,67,1.14,29.7,0,0.6,12,25.69,0.63,1
27.9,61,0.28,29.7,0,0.8,17,27.33,0.62,1
27.9,61,0.28,29.7,0,0.8,17,27.33,0.62,1
25.9,42,0.19,29.7,0,-0.1,5,25.02,0.62,1
25.9,42,0.19,29.7,0,-0.1,5,25.02,0.62,1
25.9,42,0.19,29.7,0,-0.1,5,25.02,0.62,1
25.9,42,0.19,29.7,0,0,5,25.42,0.68,1
28.9,63,0.48,29.7,0,1,25,27.42,0.63,1
28.9,63,0.48,29.7,0,1.1,32,28.1,0.72,1
29.6,59,0.33,29.7,0,1.3,39,28.59,0.68,1
29.6,59,0.33,29.7,0,1.3,39,28.59,0.68,1
29.7,60,0.16,29.7,0,1.5,52,30.56,0.72,1
29.5,61,0.46,29.7,0,1.3,41,28.59,0.72,1
29.5,61,0.46,29.7,0,1.2,34,27.84,0.62,1
28.9,62,0.34,29.7,0,1.1,33,28.34,0.68,1
29.6,58,0.3,29.7,0,1.4,46,29.24,0.72,1
29.6,58,0.3,29.7,0,1.3,40,28.61,0.63,1
28.9,62,0.43,29.7,0,1.4,46,29.71,0.95,1
28.9,62,0.43,29.7,0,1,28,27.78,0.68,1
28.9,62,0.43,29.7,0,1,24,27.4,0.63,1
27.8,68,0.2,29.7,0,0.7,17,27.75,0.62,1
27.3,54,0.03,29.7,0,0.7,16,27.34,0.62,1
27.3,54,0.03,29.7,0,1.1,32,29.45,0.95,1
26.9,49,0.02,29.7,0,0.6,11,26.78,0.62,1
26.9,49,0.02,29.7,0,0.6,11,26.78,0.62,1
26.9,49,0.02,29.7,0,0.6,11,26.78,0.62,1
27,46,0.01,29.7,0,1,24,28.06,0.62,1
27,46,0.01,29.7,0,1,24,28.06,0.62,1
27,46,0.01,29.7,0,1,24,28.06,0.62,1
27,46,0.01,29.7,0,1,24,28.06,0.62,1
26.9,45,0.03,29.7,0,0.5,10,26.46,0.62,1
25.9,55,0.01,29.7,0,0.3,8,26.28,0.68,1
26.2,53,0,29.7,0,0.4,9,26.5,0.68,1
27.3,51,0.03,29.7,0,0.7,16,27.35,0.68,1
27.3,51,0.03,29.7,0,0.8,17,27.62,0.72,1
25.8,53,0.04,29.7,0,0.3,7,26.25,0.68,1
27.2,61,0,29.7,0,0.8,20,27.99,0.68,1
27.2,61,0,29.7,0,0.9,22,28.27,0.72,1
27.2,58,0.02,29.7,0,0.7,17,27.61,0.68,1
27.2,58,0.02,29.7,0,0.7,17,27.61,0.68,1
26.4,43,0.02,29.7,0,0.5,11,26.93,0.72,1
26.4,43,0.02,29.7,0,0.4,8,26.35,0.63,1
26.4,43,0.02,29.7,0,0.5,11,26.93,0.72,1
25.9,45,0.24,29.7,0,0,5,25.35,0.68,1
25.9,45,0.24,29.7,0,0,5,25.35,0.68,1
27.4,44,0.14,29.7,0,0.9,23,28.89,0.95,1
26.7,48,0.16,29.7,0,0.8,19,28.51,0.95,1
26.7,48,0.16,29.7,0,0.5,10,27.09,0.72,1
26,47,0.09,29.7,0,0.3,8,26.41,0.72,1
26,47,0.09,29.7,0,0.7,14,27.86,0.95,1
26,47,0.09,29.7,0,0.3,7,26.15,0.68,1
25.5,46,0.26,29.7,0,0.3,8,26.61,0.95,1
22.7,49,0.18,29.7,0,-0.2,6,25.35,0.95,1
22.7,49,0.18,29.7,0,-0.7,14,23.82,0.72,1
23.3,48,0.11,29.7,0,0,5,25.92,0.95,1
24,47,0.09,29.7,0,-0.1,5,25,0.68,1
23.2,51,0.1,29.7,0,-0.4,8,24.16,0.68,1
23.2,51,0.1,29.7,0,-0.4,8,24.16,0.68,1
23.9,50,0.18,29.7,0,-0.7,16,23.4,0.62,1
24.3,45,0.02,29.7,0,-0.1,5,24.83,0.72,1
25.7,45,0.02,29.7,0,0.6,12,27.38,0.95,1
25.7,45,0.02,29.7,0,0.2,6,25.92,0.72,1
28.5,37,0.03,29.7,0,1.2,37,28.73,0.68,1
28.3,39,0.05,29.7,0,1.1,31,28.45,0.68,1
28.5,39,0.05,29.7,0,1.1,32,28.47,0.68,1
28.6,43,0.03,29.7,0,1.1,30,28.25,0.62,1
28.6,43,0.03,29.7,0,1.2,33,28.61,0.68,1
28.6,43,0.03,29.7,0,1.1,30,28.25,0.62,1
28.7,44,0.02,29.7,0,1.1,32,28.4,0.62,1
29,50,0.02,29.7,0,1.4,44,29.42,0.68,1
25.6,45,0.34,29.7,0,-0.2,6,24.66,0.68,1
28.9,62,0.15,29.7,0,1.3,41,30.05,0.72,1
25.8,48,0.01,29.7,0,0.6,13,27.43,0.68,1.2
26.1,60,0.13,29.7,0,0.3,7,26.62,0.63,1
