Air temperature (¡C),Relative humidity (%),Air velocity (m/s),Outdoor monthly air temperature (¡C),Thermal sensation,Radiant temperature (¡C),Age,Sex,Clo,Met
21.95,22.36,0.03,-4,-1,21.95,30,2,0.61,1.748
22.92,22.36,0.03,-2,-1,22.92,30,2,0.61,1.73
23.11,22.36,0.03,0,-2,23.11,30,2,0.61,1.5
22.08,22.36,0.03,0,-1,22.08,30,2,0.64,1.798
22.46,22.36,0.03,1,-1,22.46,30,2,0.64,1.06
22.85,22.36,0.03,1,0,22.85,30,2,0.64,1.175
22.46,22.36,0.03,1,-1,22.46,30,2,0.72,1.815
23.44,22.36,0.03,4,-2,23.44,30,2,0.72,1.5
23.5,22.36,0.03,4,-2,23.5,30,2,0.72,1.114
22.08,22.36,0.03,-2,1,22.08,30,2,0.78,1.815
22.79,22.36,0.03,2,0,22.79,30,2,0.78,1.375
22.98,22.36,0.03,3,-1,22.98,30,2,0.78,1.2
22.2,22.36,0.03,4,0,22.2,30,2,0.73,1.815
22.98,22.36,0.03,6,-2,22.98,30,2,0.73,1.05
23.37,22.36,0.03,7,-1,23.37,30,2,0.73,1.175
25.83,44.86,0.03,21,0,25.83,30,2,0.661,1.025
23.5,36.79,0.03,8,2,23.5,30,2,0.54,1.815
23.5,35.66,0.03,8,-1,23.5,30,2,0.54,1.5
23.95,35.31,0.03,9,0,23.95,30,2,0.54,1.157
23.95,26.73,0.03,9.444444,-1,23.95,30,2,0.47,1.815
24.54,24.53,0.03,12,0,24.54,30,2,0.47,1.05
25.05,51.14,0.03,25,0,25.05,30,2,0.46,1.6
22.66,56.29,0.03,28,-1,21.64,53,2,0.45,1.6
23.57,53.46,0.04,30,-2,23.22,53,2,0.45,1.267
23.21,54.63,0.02,29,0,23.08,53,2,0.43,1.567
23.04,53.32,0.02,26,0,22.13,53,2,0.31,1.6
22.68,52.64,0.02,28,-1,21.94,53,2,0.43,1.85
22.75,53.16,0.07,29,0,21.92,53,2,0.45,1.25
22.68,53.55,0.05,26,-2,21.81,53,2,0.45,1.267
23.33,51.29,0.04,27,0,22.66,53,2,0.45,1.85
23.45,52.69,0.06,27,0,22.79,53,2,0.45,1.6
23.35,53.05,0.02,31,0,22.66,53,2,0.45,1.25
23.4,54.25,0.03,32,0,23.55,53,2,0.45,1.45
23.45,59.71,0.03,31,0,23.08,53,2,0.45,1.6
23.47,60.21,0.02,33,-2,22.78,53,2,0.45,1.267
23.4,55.63,0.03,29,0,23.4,53,2,0.45,1.6
23.28,58.08,0.03,30,0,22.64,53,2,0.45,1.267
23.16,55.9,0.08,31,0,22.5,53,2,0.45,1.267
23.23,48.45,0.02,28,0,22.89,53,2,0.55,1.6
23.42,50.89,0.02,28,0,22.71,53,2,0.55,1.267
23.28,57.81,0.03,29,1,23.26,53,2,0.43,1.267
23.21,56.28,0.03,31,0,23.23,53,2,0.45,1.267
23.11,54.15,0.03,30,-2,23.06,53,2,0.45,1.45
23.54,57.76,0.02,28,1,23.67,53,2,0.45,1.4
23.64,57.8,0.04,31,0,23.37,53,2,0.45,1.05
23.18,58.41,0.02,30,0,22.52,53,2,0.45,1.05
22.97,55.9,0.02,28,-1,22.23,53,2,0.45,1.45
22.92,55.99,0.04,26,-2,22.02,53,2,0.83,1.271
23.3,48.84,0.03,19,-1,23.23,53,2,0.52,1.4
22.44,34.69,0.02,10,-1,22.37,53,2,0.73,1.233
22.39,34.98,0.02,10,-1,22.88,53,2,0.73,1.2
23.18,34.23,0.03,11,-1,23.18,53,2,0.73,1.314
23.21,28.36,0.03,8,0,23.08,53,2,0.73,1.133
21.89,28.36,0.03,6,0,22.41,53,2,1.03,1.2
22.87,25.86,0.02,6,-2,22.95,53,2,0.67,1.225
22.42,24.06,0.02,5.277778,0,23.06,53,2,0.82,1.233
22.13,24.52,0.02,6,-1,22.6,53,2,1.16,1.14
23.09,38.9,0.02,15,0,23.46,53,2,0.84,1.2
23.95,40.63,0.02,21,0,24.08,53,2,0.84,1.117
22.92,40.88,0.04,18,0,23,53,2,0.84,1.114
23.18,28.53,0.02,7.944444,0,23.31,53,2,0.88,1
23.16,26.46,0.02,8,0,23.36,53,2,0.65,1.143
24.1,26.74,0.03,8,-1,24.1,53,2,0.65,1
23.62,25.44,0.03,8,0,23.64,53,2,0.75,1.24
23.88,25.25,0.03,9,-1,23.86,53,2,0.75,1.357
23.93,24.64,0.02,8,-1,23.93,53,2,0.75,1.233
23.35,25.22,0.02,5,-1,23.72,53,2,0.91,1.243
24.48,28.3,0.02,9,0,24.51,53,2,0.91,1.05
23.42,25.26,0.02,7,-1,23.5,53,2,0.7,1.24
23.21,18.88,0.02,1,-1,23.78,53,2,1.03,1.15
24.32,19.78,0.07,1,0,24.9,53,2,1.03,1.175
24.34,22.4,0.02,2,0,24.29,53,2,1.03,1.18
24.41,24.95,0.02,5,0,24.34,53,2,1.15,1.15
24.94,29.48,0.02,12,0,24.94,53,2,1.15,1.114
22.87,17.64,0.02,-2,0,23,53,2,0.99,1.088
23.23,17.7,0.02,-1,-1,23.31,53,2,1.14,1.114
23.83,17.52,0.02,-1,0,23.83,53,2,1.14,1.3
22.78,20.13,0.02,1,-1,23.07,53,2,1.09,1.333
23.66,21.33,0.03,1,0,23.71,53,2,1.09,1.114
23.26,22.82,0.02,3,0,23.23,53,2,1.28,1.117
24.1,21.15,0.02,3,0,24.15,53,2,1.28,1.188
23.23,18.67,0.02,0,0,23.8,53,2,1.01,1.157
24.1,18.44,0.02,3,0,24.07,53,2,1.01,1.05
23.18,23.32,0.02,3,0,23.63,53,2,0.78,1.05
23.69,24.22,0.02,3,0,24.16,53,2,0.78,1.05
24.34,24.19,0.02,3,0,24.39,53,2,0.78,1.157
25.38,32.42,0.04,22,0,25.43,53,2,0.691,1.1
25.62,35.39,0.04,28,0,25.35,53,2,0.481,1.26
25.62,39.89,0.04,28,0,25.25,53,2,0.721,1.25
25.72,43.18,0.04,31,0,25.39,53,2,0.721,1.233
25.6,43.95,0.04,19,-1,24.87,53,2,0.721,1.05
22.85,29.31,0.04,11,-1,22.7,53,2,0.501,1.14
23.93,31.08,0.04,13,-1,23.83,53,2,0.501,1.14
24.94,40.22,0.04,22,0,25.47,53,2,0.95,1.114
22.54,45.81,0.04,17,-1,22.29,53,2,0.501,1.34
22.2,45.54,0.04,16,-1,22.03,53,2,0.83,1.22
22.92,46.69,0.04,17,-1,22.77,53,2,0.83,1.267
23.45,55.63,0.03,31,-1,23.45,65,2,0.45,1.267
23.15,55.63,0.03,28,-1,23.15,65,2,0.59,1.35
22.74,55.63,0.03,28,-1,22.74,65,2,0.64,1.85
22.34,55.63,0.03,29,-1,22.34,65,2,0.69,1
22.54,55.63,0.03,25,0,22.54,65,2,0.61,4
22.34,55.63,0.03,26,0,22.34,65,2,0.61,1.5
22.34,55.63,0.03,27,-1,22.34,65,2,1.11,1
23.15,55.63,0.03,27,0,23.15,65,2,0.7,4
23.45,55.63,0.03,31,-1,23.45,65,2,0.7,1
23.96,55.63,0.03,28,1,23.96,65,2,0.45,4
23.54,53.11,0.03,27,0,23.54,65,2,0.5,3.35
22.27,56.57,0.03,28,-2,22.27,65,2,0.88,1.35
22.27,56.08,0.03,24,-1,22.27,65,2,0.83,1
22.94,57.29,0.03,27,0,22.94,65,2,0.36,3
23.18,55.93,0.03,28,-1,23.18,65,2,0.36,1
23.86,54.41,0.03,27,0,23.86,65,2,0.65,2.567
23.62,56.65,0.03,26,-2,23.62,65,2,0.48,1.45
20.36,42.21,0.03,10,1,20.36,65,2,0.85,1.15
20.6,40.14,0.03,10,1,20.6,65,2,0.56,1.175
21.1,39.44,0.03,11,-1,21.1,65,2,0.63,1.32
20.72,37.35,0.03,10,-1,20.72,65,2,0.63,1.275
20.41,37.97,0.03,10,0,20.41,65,2,0.9,1.475
20.84,34.67,0.03,10,1,20.84,65,2,0.9,1.2
19.53,32.99,0.03,6,-1,19.53,65,2,0.9,1.6
19.75,30.59,0.03,7,0,19.75,65,2,0.9,1.5
18.75,29.44,0.03,6.277778,-2,18.75,65,2,0.88,1.375
17.94,30.7,0.03,4,-1,17.94,65,2,1.2,2.85
19.13,30.77,0.03,3,-1,19.13,65,2,0.88,1.3
19.32,33.04,0.03,3,-2,19.32,65,2,0.88,1.2
18.01,31.54,0.03,6,-2,18.01,65,2,1.37,1.625
19.84,29.07,0.03,9,0,19.84,65,2,1.37,1.475
20.91,27.07,0.03,11,1,20.91,65,2,1.37,1.44
19.86,29.94,0.03,8,0,19.86,65,2,1.05,1.467
21.56,27.76,0.03,11,0,21.56,65,2,1.05,1.467
22.23,27.91,0.03,13,0,22.23,65,2,0.85,1.367
21.13,39.12,0.03,9,1,21.13,65,2,0.75,1.2
19.36,31.56,0.03,5,0,19.36,65,2,1.25,1.525
21.22,32.85,0.03,9,1,21.22,65,2,1.25,1.25
22.25,32.21,0.03,9,2,22.25,65,2,1.25,1.55
19.91,30.71,0.03,7,0,19.91,65,2,1.38,1.6
20.67,28.46,0.03,8,1,20.67,65,2,1.38,1.175
21.77,27,0.03,10,2,21.77,65,2,1.38,1
18.37,25.46,0.03,-1,0,18.37,65,2,1.26,1.65
20.03,24.91,0.03,1,0,20.03,65,2,1.26,1.5
20.65,27.52,0.03,2,0,20.65,65,2,1.26,1.375
20.86,29.35,0.03,4,1,20.86,65,2,1.26,1.4
21.68,31.09,0.03,8,1,21.68,65,2,1.26,1.475
22.54,32.64,0.03,12,1,22.54,65,2,1.26,1.2
21.27,30.66,0.03,7,0,21.27,65,2,1.16,1.775
22.03,29.08,0.03,7,1,22.03,65,2,1.16,1.367
22.32,27.01,0.03,4,1,22.32,65,2,1.16,1.5
19.67,24.34,0.03,-1,0,19.67,65,2,1.26,2.85
20.1,24.24,0.03,-1,0,20.1,65,2,1.26,1.4
18.51,26.08,0.03,0,0,18.51,65,2,1.29,1.25
19.36,26.62,0.03,1,0,19.36,65,2,1.29,1.2
20.08,26.77,0.03,1,1,20.08,65,2,1.29,1.5
18.82,28.18,0.03,1,1,18.82,65,2,1.13,2.85
19.96,27.74,0.03,4,1,19.96,65,2,1.13,1.3
20.72,24.62,0.03,3.388889,1,20.72,65,2,1.13,1.1
18.41,22.77,0.03,0,0,18.41,65,2,1.17,1.325
19.34,23.3,0.03,2,-1,19.34,65,2,1.17,1.125
19.18,29.68,0.03,3,0,19.18,65,2,1.26,1.767
20.2,29.4,0.03,3,1,20.2,65,2,1.26,1.3
21.03,28.22,0.03,3,1,21.03,65,2,1.26,1.225
21.3,29.39,0.03,9.444444,0,21.3,65,2,0.98,2.95
22.68,30.24,0.03,13,0,22.68,65,2,0.98,1.375
23.4,30.33,0.03,13.611111,2,23.4,65,2,0.98,1.05
23.06,55.63,0.03,23,1,23.06,54,1,0.34,1.6
24.82,49.74,0.03,29,0,24.72,54,1,0.34,1.25
24.36,50.48,0.03,31,0,24.06,54,1,0.34,1.267
23.59,53.09,0.03,24,0,23.27,54,1,0.34,1.6
24.17,49.11,0.03,27,0,24,54,1,0.34,1.05
24.07,48.53,0.03,29,0,23.75,54,1,0.34,1.05
23.74,54.67,0.03,23,1,23.34,54,1,0.34,1.6
23.64,51.01,0.03,26,0,23.39,54,1,0.34,1.267
23.83,50.56,0.03,27,0,23.59,54,1,0.34,1.267
23.52,54.08,0.03,23,0,23.27,54,1,0.34,1.6
24.87,49.11,0.03,29,0,24.7,54,1,0.34,1.267
24.56,50.12,0.03,32,0,24.28,54,1,0.34,1.267
24.56,58.31,0.03,26,1,24.26,54,1,0.34,1.6
25.72,51.67,0.03,31,1,25.44,54,1,0.34,1.267
25.45,53.16,0.03,33,1,25.13,54,1,0.34,1.267
25.45,56.08,0.03,25,1,25.1,54,1,0.36,1.6
26.23,50.15,0.03,29,2,25.85,54,1,0.36,1.45
24.85,52.06,0.03,27,1,24.67,54,1,0.36,1.267
25.33,50.29,0.03,30,0,25.11,54,1,0.36,1.267
25.09,49.9,0.03,31,0,24.76,54,1,0.36,1.267
25.28,59.17,0.03,26,1,24.93,54,1,0.36,1.75
24.82,53.82,0.03,23,1,24.45,54,1,0.36,1.267
24.65,51.91,0.03,27,0,24.33,54,1,0.36,1.45
24.85,59.38,0.03,26,0,24.52,54,1,0.41,1.375
24.46,55.84,0.03,26,0,24.24,54,1,0.41,1.3
25.33,42.16,0.03,20,1,25.31,54,1,0.43,1.533
24.15,40.06,0.03,21,0,23.75,54,1,0.43,1.6
21.72,45.17,0.03,14,0,21.7,54,1,0.43,1.675
21.56,26.51,0.03,3,0,21.53,54,1,0.5,1.425
22.23,23.7,0.03,6,0,22.18,54,1,0.5,1
18.6,28.63,0.03,2,0,18.82,54,1,0.5,1.65
20.77,30.01,0.03,5,-1,21.19,54,1,0.5,1.025
21.94,30.98,0.03,7,0,22.01,54,1,0.5,1.275
21.51,45.01,0.03,12,-2,20.99,54,1,0.41,1.025
22.92,45.38,0.03,14,0,22.87,54,1,0.41,1.1
22.61,32.84,0.03,9,0,22.61,54,1,0.41,1.375
19.1,31.4,0.03,3,0,19.32,54,1,0.68,1.2
21.68,30.09,0.03,7,-1,21.7,54,1,0.68,1.175
22.58,28.82,0.03,8,0,22.58,54,1,0.68,1.5
21.44,30.57,0.03,8,0,21.71,54,1,0.68,1
23.42,28.01,0.03,9,1,23.75,54,1,0.43,1
22.66,27.14,0.03,6,1,22.9,54,1,0.59,1
24.51,25.85,0.03,10,1,24.66,54,1,0.59,1
21.6,39.6,0.03,7,0,21.63,54,1,0.43,1
21.8,38.96,0.03,8,-1,21.82,54,1,0.43,1.175
20.25,43.36,0.03,9,0,20.47,54,1,0.68,1.45
23.42,39.86,0.03,14,0,23.4,54,1,0.68,1.5
23.76,38.74,0.03,15,0,23.74,54,1,0.68,1.275
20.65,28.06,0.03,1,0,20.8,54,1,0.77,1.1
23.4,27.33,0.03,9,-1,23.18,54,1,0.52,1.475
23.93,27.64,0.03,9,-1,23.71,54,1,0.52,1.275
19.27,19.48,0.03,-1,0,19.37,54,1,0.74,1.85
22.78,21.34,0.03,1,1,23.22,54,1,0.74,1.1
22.82,22.65,0.03,1.444444,0,22.87,54,1,0.74,1.1
21.84,25.31,0.03,4,0,21.89,54,1,0.68,1.45
23.38,26.17,0.03,7,0,23.43,54,1,0.68,1.1
24.15,27.59,0.03,9,1,24.2,54,1,0.43,1.1
22.68,31.78,0.03,6,0,22.73,54,1,0.41,1.65
24.6,38.27,0.03,18,0,24.65,54,1,0.41,2.1
25.62,40.09,0.03,18.611111,0,25.65,54,1,0.41,1.75
22.56,29.73,0.03,8,-1,22.39,54,1,0.43,1.25
23.45,24.06,0.03,7,0,23.42,54,1,0.43,1.1
24.27,25.21,0.03,8,1,24.29,54,1,0.43,1.35
21.94,17.84,0.03,-2,0,22.09,54,1,0.48,1.7
22.25,17.92,0.03,-1,0,22.23,54,1,0.48,1.4
20.01,21.37,0.03,-1,-1,20.11,54,1,0.68,1.85
21.72,22.58,0.03,1,0,21.77,54,1,0.43,1.55
22.25,23.12,0.03,1,-1,22.25,54,1,0.43,1.7
22.51,23.31,0.03,3,0,22.61,54,1,0.68,1.25
22.85,22.99,0.03,4,0,22.9,54,1,0.41,1.55
20.34,21.39,0.03,-2,-1,20.49,54,1,0.68,1.675
22.2,19.24,0.03,1,-1,22.32,54,1,0.68,1.1
22.54,19.84,0.03,2,0,22.56,54,1,0.68,1.1
20.39,23.1,0.03,4,0,20.51,54,1,0.75,1.84
22.23,25.34,0.03,3,0,22.28,54,1,0.75,1.15
22.42,26.24,0.03,3,1,22.47,54,1,0.75,1.05
22.34,29.74,0.03,11,0,22.42,54,1,0.43,1.675
25.89,29.56,0.03,23,1,25.79,54,1,0.43,2
26.11,29.07,0.03,22.722222,1,25.96,54,1,0.43,1.1
24.53,37.87,0.03,16,1,24.48,54,1,0.43,1.675
27.38,34.42,0.03,27,1,27.28,54,1,0.43,1.1
27.21,32.52,0.03,28,2,26.86,54,1,0.43,1.1
25.52,36.78,0.03,21,0,25.52,54,1,0.39,1.1
25.21,46.36,0.03,17,0,25.16,54,1,0.43,1.573
25.28,43.46,0.03,18,0,24.66,54,1,0.43,1.1
22.51,28.58,0.03,10.222222,0,22.54,54,1,0.68,1.675
23.06,28.32,0.03,11,0,23.14,54,1,0.68,1.25
23.9,29.9,0.03,14,0,23.86,54,1,0.68,1.1
22.54,47.89,0.03,17,0,22.41,54,1,0.41,1.85
23.52,43.7,0.03,17,-1,23.47,54,1,0.41,1.1
24.05,40.05,0.03,20,0,23.95,54,1,0.41,1.1
22.8,44.07,0.03,16,0,22.82,54,1,0.43,1.1
23.81,45.03,0.03,17,0,23.76,54,1,0.43,1.4
20.46,29.45,0.03,8,1,20.66,54,1,0.43,1.825
23.98,26.35,0.03,11,0,23.93,54,1,0.43,1.1
23.83,26.75,0.03,11,-1,23.64,54,1,0.43,1.1
20.58,31.26,0.03,7,-1,20.63,54,1,0.68,1.85
22.75,29.54,0.03,11,-1,22.85,54,1,0.43,1.2
23.52,30.11,0.03,9,0,23.52,54,1,0.43,1.1
21.44,34.46,0.03,11,1,21.63,54,1,0.43,1.1
24.85,32.84,0.03,17,0,24.77,54,1,0.43,1.1
24.65,36.72,0.03,21,0,24.48,54,1,0.43,1.1
23.73,55.63,0.03,27,1,23.73,61,2,0.44,1.6
23.43,55.63,0.03,30,0,23.43,61,2,0.34,1.267
25.53,55.63,0.03,29,2,25.53,61,2,0.34,1.45
23.73,55.63,0.03,26,0,23.73,61,2,0.44,1.6
23.5,55.63,0.03,28,0,23.5,61,2,0.44,1.267
25.23,55.63,0.03,28,1,25.23,61,2,0.44,1.4
24.63,55.63,0.03,24,0,24.63,61,2,0.62,1.6
23.58,55.63,0.03,26,-1,23.58,61,2,0.62,1.3
25.23,55.63,0.03,27,0,25.23,61,2,0.62,1.4
23.8,55.63,0.03,27,0,23.8,61,2,0.44,1.6
23.95,55.63,0.03,31,0,23.95,61,2,0.44,1.4
24.33,55.63,0.03,32,0,24.33,61,2,0.44,1.4
25.23,55.63,0.03,29,2,25.23,61,2,0.44,1.6
24.33,55.63,0.03,32,1,24.33,61,2,0.44,1.25
24.4,55.63,0.03,33,0,24.4,61,2,0.44,1.15
23.28,55.63,0.03,26,1,23.28,61,2,0.32,1.6
24.03,55.63,0.03,28,0,24.03,61,2,0.32,1.25
25.3,55.63,0.03,29,1,25.3,61,2,0.32,1.367
23.35,55.63,0.03,27,0,23.35,61,2,0.32,1.25
23.73,55.63,0.03,31,0,23.73,61,2,0.24,1.25
24.4,55.63,0.03,28,1,24.4,61,2,0.44,1.8
24.18,55.63,0.03,31,0,24.18,61,2,0.44,1.3
24.18,55.63,0.03,32,2,24.18,61,2,0.44,1.4
25.08,55.63,0.03,27,1,25.08,61,2,0.44,1.475
25.45,55.63,0.03,26,1,25.45,61,2,0.44,1.325
25.45,55.63,0.03,26,-1,25.45,61,2,0.44,1.4
26.06,55.63,0.03,24,1,26.06,61,2,0.53,1.55
25.15,55.63,0.03,26,0,25.15,61,2,0.53,1.325
24.55,55.63,0.03,25,2,24.55,61,2,0.53,1.433
23.05,30.45,0.03,8,0,23.05,61,2,0.48,1.4
24.93,30.45,0.03,9,0,24.93,61,2,0.48,1.333
25,30.45,0.03,10,0,25,61,2,0.48,1.415
23.5,30.45,0.03,9,0,23.5,61,2,0.29,1.425
25.6,30.45,0.03,11,1,25.6,61,2,0.29,1.44
24.93,30.45,0.03,11,0,24.93,61,2,0.29,1.467
22.75,30.45,0.03,7,1,22.75,61,2,0.41,1.4
23.95,30.45,0.03,10,0,23.95,61,2,0.41,1.3
24.48,30.45,0.03,10,0,24.48,61,2,0.41,1.63
23.65,30.45,0.03,4,0,23.65,61,2,0.45,1.217
25.15,30.45,0.03,6,0,25.15,61,2,0.45,1.2
23.65,30.45,0.03,8,-1,23.65,61,2,0.45,1.578
23.43,30.45,0.03,3,0,23.43,61,2,0.39,1.25
23.58,30.45,0.03,6.277778,0,23.58,61,2,0.39,1.238
23.2,30.45,0.03,4,0,23.2,61,2,0.47,1.2
23.58,30.45,0.03,3,0,23.58,61,2,0.47,1.05
23.58,30.45,0.03,2,0,23.58,61,2,0.47,1.267
24.63,30.45,0.03,6,0,24.63,61,2,0.45,1.033
24.4,30.45,0.03,9,-1,24.4,61,2,0.45,1.3
24.63,30.45,0.03,11,0,24.63,61,2,0.45,1.683
23.12,30.45,0.03,7,-1,23.12,61,2,0.55,1.433
24.1,30.45,0.03,11,0,24.1,61,2,0.55,1.2
25.76,30.45,0.03,13,0,25.76,61,2,0.55,1.72
22.97,30.45,0.03,9,0,22.97,61,2,0.5,1.333
24.55,30.45,0.03,21,-2,24.55,61,2,0.5,1.275
23.28,30.45,0.03,21,1,23.28,61,2,0.5,2
23.73,30.45,0.03,8,1,23.73,61,2,0.45,1.35
23.35,30.45,0.03,7,0,23.35,61,2,0.45,1.433
23.43,30.45,0.03,8,0,23.43,61,2,0.45,1.32
22.82,22.36,0.03,4,-1,22.82,61,2,0.32,1.464
24.03,22.36,0.03,9,1,24.03,61,2,0.32,1.522
24.33,22.36,0.03,10,0,24.33,61,2,0.32,1.383
25.76,22.36,0.03,6,0,25.76,61,2,0.39,1.3
24.33,22.36,0.03,9,-1,24.33,61,2,0.39,1.233
24.63,22.36,0.03,10,0,24.63,61,2,0.39,1.12
22.97,22.36,0.03,-1,0,22.97,61,2,0.46,1.475
23.88,22.36,0.03,1,-1,23.88,61,2,0.46,1.325
23.12,22.36,0.03,4,0,23.12,61,2,0.41,1.5
23.88,22.36,0.03,9,0,23.88,61,2,0.41,1.275
24.03,22.36,0.03,11,-1,24.03,61,2,0.41,1.367
23.95,22.36,0.03,8,0,23.95,61,2,0.39,1.75
24.03,22.36,0.03,6,0,24.03,61,2,0.39,1.533
23.65,22.36,0.03,-1,-1,23.65,61,2,0.43,1.467
23.05,22.36,0.03,-1.222222,-1,23.05,61,2,0.5,1
22.45,22.36,0.03,-3,0,22.45,61,2,0.57,1.333
22.9,22.36,0.03,-2,-1,22.9,61,2,0.57,1.2
23.2,22.36,0.03,-1,-1,23.2,61,2,0.57,1.325
22.52,22.36,0.03,0,-1,22.52,61,2,0.39,1.25
23.28,22.36,0.03,1,-1,23.28,61,2,0.39,1.1
22.67,22.36,0.03,1,0,22.67,61,2,0.52,1.2
23.35,22.36,0.03,4,-1,23.35,61,2,0.39,1.18
23.28,22.36,0.03,3.388889,-1,23.28,61,2,0.39,1.025
22.67,22.36,0.03,-1,-1,22.67,61,2,0.41,1.1
23.5,22.36,0.03,2,-1,23.5,61,2,0.41,1.233
23.12,22.36,0.03,3,-1,23.12,61,2,0.41,1.5
22.9,22.36,0.03,3,-1,22.9,61,2,0.53,1.067
23.12,22.36,0.03,3,-1,23.12,61,2,0.53,1.45
23.35,22.36,0.03,3,-1,23.35,61,2,0.53,1.2
23.84,30.61,0.03,22.888889,0,23.84,61,2,0.4,1.25
24.44,32.2,0.03,22,0,24.44,61,2,0.4,1.4
25.38,34.3,0.03,22,0,25.38,61,2,0.35,1.05
23.5,55.63,0.03,29,1,23.5,55,1,0.46,1.6
23.3,55.63,0.03,30,1,23.3,55,1,0.46,1.267
23.2,55.63,0.03,27,1,23.2,55,1,0.51,1.6
23.7,55.63,0.03,28,0,23.7,55,1,0.51,1.35
23.3,55.63,0.03,27,1,23.3,55,1,0.46,1.4
23.3,55.63,0.03,31,-1,23.3,55,1,0.46,1.5
23.5,55.63,0.03,29,0,23.5,55,1,0.46,1
23.7,55.63,0.03,32,0,23.7,55,1,0.46,1
23.7,55.63,0.03,32,1,23.7,55,1,0.46,1.35
23.3,55.63,0.03,27,1,23.3,55,1,0.46,1
23.6,55.63,0.03,28,1,23.6,55,1,0.46,1
23.7,55.63,0.03,27,1,23.7,55,1,0.45,1.4
23.5,55.63,0.03,29,0,23.5,55,1,0.45,1
23.3,55.63,0.03,30,0,23.3,55,1,0.53,1
22.9,55.63,0.03,24,0,22.9,55,1,0.45,1.6
23.3,55.63,0.03,24,-1,23.3,55,1,0.45,1
23.3,55.63,0.03,26,0,23.3,55,1,0.45,1
23.3,55.63,0.03,27,1,23.3,55,1,0.45,1.6
23.3,55.63,0.03,28,0,23.3,55,1,0.45,1
23,55.63,0.03,23,0,23,55,1,0.45,1
23.7,55.63,0.03,25,1,23.7,55,1,0.46,2.2
23.7,55.63,0.03,28,0,23.7,55,1,0.46,1
22.9,55.63,0.03,30,0,22.9,55,1,0.46,1
24,55.63,0.03,31,0,24,55,1,0.46,1.365
23.7,55.63,0.03,31,0,23.7,55,1,0.46,1
23.4,55.63,0.03,32,1,23.4,55,1,0.46,1
22.9,38.42,0.03,9,-1,22.65,55,1,0.5,1.1
22.66,33.98,0.03,10,0,22.39,55,1,0.5,1.3
20.27,38.71,0.03,8,-1,20.86,55,1,0.95,1
23.38,32.41,0.03,11,0,22.73,55,1,0.59,1.25
21.8,35.82,0.03,10,0,22.07,55,1,0.5,1.883
23.16,33.83,0.03,10,0,23.09,55,1,0.5,1.325
24.07,30.79,0.03,9,0,23.58,55,1,0.5,1.275
19.13,30.84,0.03,4,-1,19.71,55,1,0.67,1.867
22.27,28.02,0.03,6,-2,22.18,55,1,1.03,1.22
20.32,27.6,0.03,3,-2,21.08,55,1,0.9,1.66
22.68,24.69,0.03,6.277778,-1,22.63,55,1,0.9,1.25
23.28,23.23,0.03,7,0,22.89,55,1,0.54,1.35
19.89,25.58,0.03,4,0,20.62,55,1,0.96,2
22.25,25.68,0.03,3,0,22.4,55,1,0.96,1.4
23.11,26.83,0.03,3,0,22.89,55,1,0.96,1.5
20.01,27.91,0.03,6,0,20.79,55,1,0.63,2
22.97,24.95,0.03,9,-1,22.87,55,1,0.97,1.25
23.86,23.47,0.03,11,0,23.49,55,1,0.63,1.333
22.49,24.13,0.03,7,0,22.69,55,1,0.58,1.5
24.6,24.14,0.03,13,0,24.08,55,1,0.58,1.05
24.6,24.35,0.03,13,-1,24.11,55,1,0.58,1.12
22.85,40.45,0.03,15,-1,23.19,55,1,0.59,1.73
24.73,39.27,0.03,21,0,24.45,55,1,0.59,1.233
23.38,39.59,0.03,20,0,22.54,55,1,0.59,1.425
22.92,41.3,0.03,7,-1,22.6,55,1,0.5,1.2
23.26,37.54,0.03,7,-1,23.11,55,1,0.5,1.5
22.7,22.36,0.03,5,0,22.7,55,1,0.68,1
23.9,22.36,0.03,9,-1,23.9,55,1,0.68,1.05
24.5,22.36,0.03,9,0,24.5,55,1,0.68,1.25
22.1,22.36,0.03,4,-1,22.1,55,1,0.58,1.575
23.8,22.36,0.03,9,0,23.8,55,1,0.58,1.2
24.4,22.36,0.03,9,0,24.4,55,1,0.58,1.25
21.9,22.36,0.03,-1,1,21.9,55,1,0.97,1.925
24.9,22.36,0.03,1,0,24.9,55,1,0.63,1.1
23.7,22.36,0.03,2,0,23.7,55,1,0.63,1.05
22.9,22.36,0.03,4,-1,22.9,55,1,0.84,1.867
24.5,22.36,0.03,9,0,24.5,55,1,0.84,2
25.1,22.36,0.03,12,0,25.1,55,1,0.84,1.05
24.5,22.36,0.03,14,0,24.5,55,1,0.59,1.515
26.1,22.36,0.03,19,0,26.1,55,1,0.59,1.62
26.5,22.36,0.03,19,1,26.5,55,1,0.59,1.1
22.3,22.36,0.03,8,0,22.3,55,1,0.5,1.533
24.5,22.36,0.03,7,0,24.5,55,1,0.5,1.65
24.5,22.36,0.03,4,0,24.5,55,1,0.5,1.1
22.8,22.36,0.03,-1,0,22.8,55,1,0.67,1.25
23.4,22.36,0.03,-1,-1,23.4,55,1,0.67,1.05
23.5,22.36,0.03,-1,0,23.5,55,1,0.67,1.46
21.3,22.36,0.03,-3,0,21.3,55,1,0.84,1.425
22.5,22.36,0.03,-1,-1,22.5,55,1,0.84,1.2
22.9,22.36,0.03,0,0,22.9,55,1,0.84,1.2
