Air temperature (¡C),Relative humidity (%),Air velocity (m/s),Outdoor monthly air temperature (¡C),Thermal sensation,Radiant temperature (¡C),Age,Sex
23.7,75,0.1,32,-2,23.1,2,1
23.7,75,0.1,32,-1,23.1,1,1
23.7,75,0.1,32,2,23.1,2,1
23.7,63,0.1,32.8,0,23.1,2,1
23.7,63,0.1,32.8,-1,23.1,2,1
23.7,63,0.1,32.8,-1,23.1,2,2
23.7,63,0.1,32.8,2,23.1,2,1
23.7,63,0.1,32.8,0,23.1,2,2
23.7,20,0.1,35,0,23.1,2,2
23.7,20,0.1,35,0,23.1,2,1
23.7,20,0.1,35,0,23.1,1,1
23.7,20,0.1,35,-1,23.1,2,1
23.7,20,0.1,35,2,23.1,1,1
23.7,20,0.1,35,-1,23.1,2,2
23.7,89,0.1,27.8,-1,23.1,2,2
23.7,89,0.1,27.8,2,23.1,2,1
23.7,89,0.1,27.8,0,23.1,2,2
23.7,89,0.1,27.8,-1,23.1,1,1
23.7,89,0.1,27.8,1,23.1,2,1
23.7,89,0.1,27.8,0,23.1,2,1
23.7,61,0.1,27.2,0,23.1,2,2
23.7,61,0.1,27.2,-1,23.1,2,2
23.7,61,0.1,27.2,0,23.1,1,1
23.7,61,0.1,27.2,0,23.1,2,1
23.7,61,0.1,27.2,-1,23.1,1,1
23.7,61,0.1,27.2,2,23.1,2,1
23.7,61,0.1,27.2,-1,23.1,2,1
23.7,61,0.1,27.2,2,23.1,1,1
26.725,58.3,0.02,19.8,0,26.6,1,1
26.725,58.3,0.02,19.8,2,26.6,1,1
26.725,58.3,0.02,19.8,0,26.6,1,2
26.725,58.3,0.02,19.8,1,26.6,1,1
26.725,58.3,0.02,19.8,0,26.6,2,2
26.725,58.3,0.02,19.8,0,26.6,2,1
25.095,47.2,0.11,22.7,-1,24.9,2,2
25.095,47.2,0.11,22.7,-1,24.9,1,1
25.095,47.2,0.11,22.7,0,24.9,2,2
25.095,47.2,0.11,22.7,0,24.9,1,1
25.095,47.2,0.11,22.7,-2,24.9,2,1
24.75,39.5,0.13,25.8,1,24.7,1,1
24.75,39.5,0.13,25.8,0,24.7,1,1
24.75,39.5,0.13,25.8,-1,24.7,1,2
24.75,39.5,0.13,25.8,0,24.7,2,2
24.75,39.5,0.13,25.8,0,24.7,1,2
28.15,35.1,0.29,30.6,1,27.7,1,2
28.15,35.1,0.29,30.6,0,27.7,1,1
28.15,35.1,0.29,30.6,0,27.7,2,2
28.15,35.1,0.29,30.6,1,27.7,1,1
28.15,35.1,0.29,30.6,2,27.7,1,1
28.15,35.1,0.29,30.6,1,27.7,2,2
28.15,35.1,0.29,30.6,1,27.7,2,1
28.15,35.1,0.29,30.6,0,27.7,1,2
28.15,35.1,0.29,30.6,2,27.7,1,2
24.72,50.4,0.1,22.5,1,23.1,1,1
24.72,50.4,0.1,22.5,0,23.1,2,2
24.72,50.4,0.1,22.5,0,23.1,1,2
24.72,50.4,0.1,22.5,0,23.1,1,1
24.72,50.4,0.1,22.5,1,23.1,1,2
24.72,50.4,0.1,22.5,-1,23.1,1,1
24.72,50.4,0.1,22.5,-1,23.1,2,2
24.72,50.4,0.1,22.5,-1,23.1,1,2
25.11,54.2,0.1,22.2,1,23.1,1,2
25.11,54.2,0.1,22.2,0,23.1,1,2
25.11,54.2,0.1,22.2,0,23.1,2,2
25.11,54.2,0.1,22.2,0,23.1,1,1
25.11,54.2,0.1,22.2,-1,23.1,1,2
25.11,54.2,0.1,22.2,0,23.1,2,1
25.11,54.2,0.1,22.2,1,23.1,2,2
25.11,54.2,0.1,22.2,1,23.1,1,1
25.11,54.2,0.1,22.2,2,23.1,1,1
25.11,54.2,0.1,22.2,-1,23.1,1,1
25.11,54.2,0.1,22.2,0,23.1,3,2
23.7,34,0.1,16,0,23.1,1,1
23.7,34,0.1,16,0,23.1,2,2
23.7,34,0.1,16,1,23.1,1,1
23.7,34,0.1,16,-1,23.1,2,2
23.7,34,0.1,16,0,23.1,1,2
23.7,34,0.1,16,0,23.1,2,1
23.7,34,0.1,16,-1,23.1,3,1
23.7,34,0.1,16,-1,23.1,2,1
23.7,34,0.1,16,1,23.1,2,2
23.7,34,0.1,16,-1,23.1,1,1
23.7,34,0.1,16,0,23.1,3,2
23.7,34,0.1,16,1,23.1,3,2
23.7,63,0.1,14,-1,23.1,1,2
23.7,63,0.1,14,0,23.1,2,2
23.7,63,0.1,14,0,23.1,1,2
23.7,63,0.1,14,-1,23.1,2,2
23.7,63,0.1,14,0,23.1,1,1
23.7,63,0.1,14,0,23.1,5,2
23.7,63,0.1,14,0,23.1,2,1
23.7,63,0.1,14,-1,23.1,1,1
23.7,93,0.1,-2,-1,23.1,2,2
23.7,93,0.1,-2,-1,23.1,1,1
23.7,93,0.1,-2,0,23.1,4,2
23.7,93,0.1,-2,-1,23.1,1,2
23.7,93,0.1,-2,-1,23.1,2,1
23.7,93,0.1,-2,0,23.1,2,2
23.7,93,0.1,-2,-1,23.1,6,2
23.7,93,0.1,-2,0,23.1,1,2
23.7,93,0.1,-2,0,23.1,3,2
23.7,93,0.1,-2,0,23.1,2,1
23.7,67,0.1,-10,0,23.1,1,2
23.7,67,0.1,-10,0,23.1,2,2
23.7,67,0.1,-10,0,23.1,4,1
23.7,67,0.1,-10,0,23.1,3,2
23.7,67,0.1,-10,1,23.1,1,2
23.7,67,0.1,-10,-1,23.1,2,2
23.7,67,0.1,-10,0,23.1,4,2
23.7,67,0.1,-10,0,23.1,5,2
23.7,67,0.1,-10,-1,23.1,3,1
23.7,67,0.1,-10,-1,23.1,1,2
23.7,67,0.1,-10,-1,23.1,3,2
23.7,67,0.1,-10,0,23.1,2,1
23.7,67,0.1,-10,-1,23.1,2,1
23,67,0.1,15,-1,23.1,3,1
23,67,0.1,15,-1,23.1,3,2
23,67,0.1,15,0,23.1,2,1
23,67,0.1,15,0,23.1,2,2
23,67,0.1,15,-1,23.1,1,1
23,67,0.1,15,0,23.1,1,2
23,67,0.1,15,0,23.1,6,1
23,67,0.1,15,-1,23.1,2,2
23,67,0.1,15,0,23.1,3,1
23,67,0.1,15,-1,23.1,4,2
23,67,0.1,15,0,23.1,3,2
23,67,0.1,15,1,23.1,2,2
23,67,0.1,15,-1,23.1,2,1
23,67,0.1,15,1,23.1,3,1
19,78,0.1,8,-1,23.1,2,1
19,78,0.1,8,-1,23.1,6,2
19,78,0.1,8,-1,23.1,3,1
19,78,0.1,8,-1,23.1,1,1
19,78,0.1,8,0,23.1,1,1
19,78,0.1,8,0,23.1,2,2
19,78,0.1,8,-1,23.1,1,2
19,78,0.1,8,0,23.1,2,1
19,78,0.1,8,-1,23.1,2,2
19,78,0.1,8,-1,23.1,4,1
19,78,0.1,8,0,23.1,3,1
19,78,0.1,8,-1,23.1,3,2
19,78,0.1,8,0,23.1,1,2
19,78,0.1,8,-2,23.1,2,1
19,78,0.1,8,-2,23.1,6,1
19,78,0.1,8,0,23.1,3,2
19,78,0.1,8,-1,23.1,4,2
27.36,60.912,0.3,27.65,-1,27.55,1,1
27.36,60.912,0.3,27.65,0,27.55,1,1
27.36,60.912,0.3,27.65,-1,27.55,1,2
27.36,60.912,0.3,27.65,-1,27.55,2,1
27.36,60.912,0.3,27.65,-2,27.55,1,1
27.36,60.912,0.3,27.65,1,27.55,1,1
27.36,60.912,0.3,27.65,-1,27.55,6,1
27.36,60.912,0.3,27.65,-1,27.55,3,1
27.36,60.912,0.3,27.65,-1,27.55,2,2
27.36,60.912,0.3,27.65,-2,27.55,2,1
27.267,59.4,0.7,26.27,-1,27.41,2,1
27.267,59.4,0.7,26.27,0,27.41,2,1
27.267,59.4,0.7,26.27,0,27.41,1,1
27.267,59.4,0.7,26.27,-2,27.41,2,1
27.267,59.4,0.7,26.27,-1,27.41,1,2
27.267,59.4,0.7,26.27,-1,27.41,2,2
27.267,59.4,0.7,26.27,1,27.41,2,1
27.267,59.4,0.7,26.27,-1,27.41,1,1
27.267,59.4,0.7,26.27,0,27.41,1,2
27.267,59.4,0.7,26.27,0,27.41,2,2
27.267,59.4,0.7,26.27,1,27.41,2,2
27.267,59.4,0.7,26.27,1,27.41,1,1
25.9,60.7,0.6,25.08,0,26.72,1,1
25.9,60.7,0.6,25.08,-2,26.72,1,1
25.9,60.7,0.6,25.08,-1,26.72,1,1
25.9,60.7,0.6,25.08,-1,26.72,2,2
25.9,60.7,0.6,25.08,0,26.72,2,1
25.9,60.7,0.6,25.08,0,26.72,2,2
25.9,60.7,0.6,25.08,0,26.72,1,2
25.9,60.7,0.6,25.08,-1,26.72,2,1
25.9,60.7,0.6,25.08,-2,26.72,1,2
25.9,60.7,0.6,25.08,-2,26.72,2,1
25.9,60.7,0.6,25.08,-1,26.72,1,2
19.29,49,0.4,13.18,0,25.4,2,1
19.29,49,0.4,13.18,-1,25.4,2,2
19.29,49,0.4,13.18,-1,25.4,2,1
19.29,49,0.4,13.18,0,25.4,2,2
19.29,49,0.4,13.18,0,25.4,4,1
19.29,49,0.4,13.18,-1,25.4,3,1
19.29,49,0.4,13.18,-2,25.4,2,1
19.29,49,0.4,13.18,-1,25.4,6,1
19.29,49,0.4,13.18,-2,25.4,2,2
29.85,75,0.04,24,-1,23.1,1,1
29.85,75,0.04,24,0,23.1,2,2
29.85,75,0.04,24,-1,23.1,2,1
29.85,75,0.04,24,2,23.1,2,2
29.85,75,0.04,24,2,23.1,3,1
29.85,75,0.04,24,0,23.1,1,1
29.85,75,0.04,24,2,23.1,1,2
29.85,75,0.04,24,0,23.1,1,2
29.85,75,0.04,24,-1,23.1,1,2
29.85,75,0.04,24,2,23.1,1,1
29.85,75,0.04,24,0,23.1,2,1
29.85,75,0.04,24,0,23.1,3,1
29.85,75,0.04,24,1,23.1,2,2
29.85,75,0.04,24,1,23.1,1,2
25.65,78,0.04,24,-1,23.1,2,2
25.65,78,0.04,24,-2,23.1,2,1
25.65,78,0.04,24,-1,23.1,2,1
25.65,78,0.04,24,0,23.1,2,2
25.65,78,0.04,24,-2,23.1,2,2
25.65,78,0.04,24,-1,23.1,1,1
25.65,78,0.04,24,0,23.1,4,2
25.65,78,0.04,24,0,23.1,3,1
25.65,78,0.04,24,1,23.1,3,2
25.65,78,0.04,24,-2,23.1,1,1
25.65,78,0.04,24,-1,23.1,1,2
25.65,78,0.04,24,0,23.1,2,1
25.65,78,0.04,24,1,23.1,2,2
25.65,78,0.04,24,0,23.1,1,1
23.7,72,0.1,20.4,0,23.1,3,2
23.7,72,0.1,20.4,1,23.1,2,1
23.7,72,0.1,20.4,0,23.1,1,1
23.7,72,0.1,20.4,-1,23.1,1,1
23.7,72,0.1,20.4,-1,23.1,2,1
23.7,72,0.1,20.4,0,23.1,2,1
23.7,72,0.1,20.4,-1,23.1,1,2
23.7,72,0.1,20.4,-1,23.1,2,2
23.7,72,0.1,20.4,0,23.1,2,2
23.7,72,0.1,20.4,-1,23.1,3,2
23.7,72,0.1,20.4,-1,23.1,4,2
23.7,72,0.1,20.4,-2,23.1,2,1
23.7,72,0.1,20.4,0,23.1,3,1
23,48,0.1,7.1,0,23.1,4,2
23,48,0.1,7.1,0,23.1,3,1
23,48,0.1,7.1,-1,23.1,4,1
23,48,0.1,7.1,-1,23.1,5,2
23,48,0.1,7.1,-1,23.1,3,2
23,48,0.1,7.1,0,23.1,2,1
23,48,0.1,7.1,-1,23.1,2,1
23,48,0.1,7.1,-2,23.1,2,2
23,48,0.1,7.1,0,23.1,3,2
23,48,0.1,7.1,-1,23.1,2,2
23,48,0.1,7.1,-1,23.1,3,1
23,48,0.1,7.1,0,23.1,2,2
23,48,0.1,7.1,1,23.1,2,2
24.5,76,0.1,23,0,23.1,4,2
24.5,76,0.1,23,-1,23.1,1,1
24.5,76,0.1,23,-1,23.1,1,2
24.5,76,0.1,23,0,23.1,3,1
24.5,76,0.1,23,0,23.1,2,1
24.5,76,0.1,23,-1,23.1,2,2
24.5,76,0.1,23,-1,23.1,2,1
24.5,76,0.1,23,0,23.1,2,2
24.5,76,0.1,23,-1,23.1,3,2
24.5,76,0.1,23,-1,23.1,3,1
24.5,76,0.1,23,0,23.1,3,2
28.3,62.5,0.1,26.4,2,23.1,1,2
28.3,62.5,0.1,26.4,2,23.1,2,2
28.3,62.5,0.1,26.4,0,23.1,1,1
28.3,62.5,0.1,26.4,0,23.1,2,1
28.3,62.5,0.1,26.4,0,23.1,1,2
28.3,62.5,0.1,26.4,1,23.1,2,2
28.3,62.5,0.1,26.4,1,23.1,1,1
28.3,62.5,0.1,26.4,1,23.1,2,1
28.3,62.5,0.1,26.4,2,23.1,1,1
28.3,62.5,0.1,26.4,1,23.1,1,2
28.3,62.5,0.1,26.4,2,23.1,4,1
28.3,62.5,0.1,26.4,2,23.1,2,1
28.3,62.5,0.1,26.4,1,23.1,3,2
28.3,62.5,0.1,26.4,2,23.1,3,2
28.3,62.5,0.1,26.4,0,23.1,6,2
23.7,80,0.1,16,-1,23.1,3,1
23.7,80,0.1,16,0,23.1,2,1
23.7,80,0.1,16,-1,23.1,2,2
23.7,80,0.1,16,-1,23.1,1,1
23.7,80,0.1,16,0,23.1,4,2
23.7,80,0.1,16,-1,23.1,2,1
23.7,80,0.1,16,0,23.1,2,2
23.7,80,0.1,16,-1,23.1,1,2
23.7,80,0.1,16,0,23.1,1,1
23.7,80,0.1,16,-2,23.1,2,2
23.7,80,0.1,16,-2,23.1,2,1
23.7,80,0.1,16,0,23.1,1,2
23.7,80,0.1,16,-1,23.1,4,1
23.7,80,0.1,16,-1,23.1,3,2
23.7,80,0.1,16,-2,23.1,4,2
23.7,80,0.1,16,0,23.1,3,2
23.7,80,0.1,16,0,23.1,3,1
23.7,80,0.1,16,-2,23.1,1,1
23.7,80,0.1,16,-1,23.1,4,2
21.315,99,0.1,7.6,-1,20.3,3,2
21.315,99,0.1,7.6,-1,20.3,2,2
21.315,99,0.1,7.6,0,20.3,2,2
21.315,99,0.1,7.6,1,20.3,4,1
21.315,99,0.1,7.6,0,20.3,3,2
21.315,99,0.1,7.6,0,20.3,1,1
21.315,99,0.1,7.6,-1,20.3,1,1
21.315,99,0.1,7.6,-1,20.3,2,1
21.315,99,0.1,7.6,0,20.3,1,2
21.315,99,0.1,7.6,0,20.3,2,1
21.315,99,0.1,7.6,-2,20.3,4,1
21.315,99,0.1,7.6,-1,20.3,4,2
21.315,99,0.1,7.6,-1,20.3,1,2
21.315,99,0.1,7.6,-2,20.3,2,2
21.315,99,0.1,7.6,0,20.3,4,2
21.315,99,0.1,7.6,-2,20.3,2,1
21.315,99,0.1,7.6,0,20.3,3,1
21.315,99,0.1,7.6,-1,20.3,6,1
21.315,99,0.1,7.6,0,20.3,5,2
21.315,99,0.1,7.6,-1,20.3,6,2
21.8,83,0.1,12.8,-1,20.5,2,2
21.8,83,0.1,12.8,-1,20.5,3,2
21.8,83,0.1,12.8,-1,20.5,3,1
21.8,83,0.1,12.8,0,20.5,2,2
21.8,83,0.1,12.8,0,20.5,1,2
21.8,83,0.1,12.8,-1,20.5,6,2
21.8,83,0.1,12.8,0,20.5,3,1
21.8,83,0.1,12.8,1,20.5,1,1
21.8,83,0.1,12.8,-1,20.5,6,1
21.8,83,0.1,12.8,0,20.5,3,2
21.8,83,0.1,12.8,-1,20.5,2,1
21.8,83,0.1,12.8,0,20.5,2,1
21.8,83,0.1,12.8,1,20.5,1,2
21.8,83,0.1,12.8,0,20.5,1,1
21.8,83,0.1,12.8,-1,20.5,1,1
21.8,83,0.1,12.8,-1,20.5,4,1
21.8,83,0.1,12.8,-1,20.5,1,2
21.8,83,0.1,12.8,2,20.5,1,2
21.8,83,0.1,12.8,0,20.5,6,2
21.8,83,0.1,12.8,0,20.5,4,1
23.7,50,0.1,29.2,0,23.1,3,1
23.7,50,0.1,29.2,0,23.1,2,1
23.7,50,0.1,29.2,0,23.1,2,2
23.7,50,0.1,29.2,0,23.1,4,1
23.7,50,0.1,29.2,-1,23.1,2,1
23.7,50,0.1,29.2,-1,23.1,2,2
23.7,50,0.1,29.2,-1,23.1,6,2
23.7,50,0.1,29.2,-1,23.1,4,2
23.7,50,0.1,29.2,-2,23.1,2,1
23.7,50,0.1,29.2,-1,23.1,3,2
23.7,50,0.1,29.2,-1,23.1,6,1
23.7,50,0.1,29.2,-2,23.1,4,2
23.7,50,0.1,29.2,-1,23.1,3,1
23.7,83,0.1,17.2,-1,23.1,2,2
23.7,83,0.1,17.2,0,23.1,4,1
23.7,83,0.1,17.2,0,23.1,2,2
23.7,83,0.1,17.2,0,23.1,2,1
23.7,83,0.1,17.2,-2,23.1,4,1
23.7,83,0.1,17.2,-1,23.1,3,2
23.7,83,0.1,17.2,-1,23.1,3,1
23.7,83,0.1,17.2,-1,23.1,2,1
23.7,83,0.1,17.2,0,23.1,3,2
23.7,83,0.1,17.2,0,23.1,3,1
23.7,83,0.1,17.2,1,23.1,2,2
23.7,83,0.1,17.2,-1,23.1,4,2
23.7,83,0.1,17.2,-2,23.1,2,1
23.7,83,0.1,17.2,-2,23.1,3,2
23.7,54,0.1,18,-1,23.1,2,1
23.7,54,0.1,18,0,23.1,4,1
23.7,54,0.1,18,-1,23.1,4,2
23.7,54,0.1,18,0,23.1,2,1
23.7,54,0.1,18,-1,23.1,2,2
23.7,54,0.1,18,0,23.1,2,2
23.7,54,0.1,18,0,23.1,1,1
23.7,54,0.1,18,-1,23.1,3,2
23.7,54,0.1,18,0,23.1,4,2
23.7,54,0.1,18,-1,23.1,3,1
