,Country,PMV,PPD,SET,Clo,Met,Air temperature (¡C),Relative humidity (%),Air velocity (m/s),Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Building type,Cooling startegy_building level,Age,Thermal sensation,Thermal preference,Air temperature (¡F),Ta_m (¡C),Ta_m (¡F),Operative temperature (¡C),Operative temperature (¡F),Radiant temperature (¡C),Radiant temperature (¡F),Air velocity (fpm),Velocity_m (m/s),Velocity_m (fpm),Database
959,Thailand,2.79,97.75,34.9,0.52,1.1,33,63.1,0.15,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,29,2,cooler,91.4,33,91.4,33.2,91.7,33.3,92,29.53,0.15,29.53,Database 1
960,Thailand,2.79,97.76,34.36,0.66,1.1,33,63,0.26,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,48,2,cooler,91.4,33,91.4,33.2,91.7,33.3,92,51.18,0.26,51.18,Database 1
961,Thailand,2.62,95.64,31.42,0.46,1.1,32.8,62.9,0.47,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,28,0,no change,91,32.8,91,33,91.4,33.2,91.7,92.52,0.47,92.52,Database 1
962,Thailand,2.39,90.82,31.03,0.45,1.1,32.2,64.4,0.42,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,52,2,cooler,90,32.2,90,32.4,90.4,32.7,90.8,82.68,0.42,82.68,Database 1
963,Thailand,2.17,83.83,28.81,0.46,1.1,32.1,64.9,1.35,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,30,1,cooler,89.8,32.1,89.8,32.2,90,32.4,90.3,265.75,1.35,265.75,Database 1
964,Thailand,2.46,92.52,34.26,0.63,1.1,32,65.8,0.17,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,35,0,no change,89.6,32,89.6,32.1,89.7,32.1,89.8,33.46,0.17,33.46,Database 1
965,Thailand,2.32,88.9,32.19,0.41,1.1,32,65.4,0.21,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,48,2,cooler,89.6,32,89.6,32.1,89.7,32.1,89.8,41.34,0.21,41.34,Database 1
966,Thailand,2.06,79.43,28.7,0.41,1.1,31.9,65.8,0.97,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,59,1,cooler,89.4,31.9,89.4,32,89.5,32,89.6,190.94,0.97,190.94,Database 1
967,Thailand,2.43,91.85,32.94,0.72,1.1,32,65.9,0.42,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,30,1,cooler,89.6,32,89.6,32.1,89.7,32.1,89.8,82.68,0.42,82.68,Database 1
968,Thailand,2.18,84.32,28.97,0.31,1.1,32.2,65.7,0.6,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,30,1,cooler,90,32.2,90,32.3,90.1,32.3,90.2,118.11,0.6,118.11,Database 1
969,Thailand,2.49,93.13,34.82,0.62,1.1,32,66.4,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Summer,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,34,2,cooler,89.6,32,89.6,32.1,89.7,32.1,89.8,23.62,0.12,23.62,Database 1
970,Thailand,2.35,89.76,33.99,0.46,1.1,31.7,70,0.13,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,32,2,cooler,89.1,31.7,89.1,31.8,89.3,31.9,89.4,25.59,0.13,25.59,Database 1
971,Thailand,2.32,88.97,33.16,0.66,1.1,31.6,69.9,0.3,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,26,2,cooler,88.9,31.6,88.9,31.7,89,31.7,89.1,59.06,0.3,59.06,Database 1
972,Thailand,2.11,81.55,30.95,0.46,1.1,31.5,70.9,0.4,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,25,2,cooler,88.7,31.5,88.7,31.6,88.8,31.6,88.9,78.74,0.4,78.74,Database 1
973,Thailand,2.09,80.61,30.76,0.43,1.1,31.5,71.2,0.39,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,25,1,cooler,88.7,31.5,88.7,31.6,88.8,31.6,88.9,76.77,0.39,76.77,Database 1
974,Thailand,2.25,86.74,31.71,0.63,1.1,31.6,70.4,0.61,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,29,2,cooler,88.9,31.6,88.9,31.7,89.1,31.8,89.3,120.08,0.61,120.08,Database 1
975,Thailand,2.36,89.91,33.95,0.46,1.1,31.7,69.7,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,33,1,cooler,89.1,31.7,89.1,31.8,89.3,31.9,89.4,23.62,0.12,23.62,Database 1
976,Thailand,2.31,88.67,33.19,0.51,1.1,31.7,69.5,0.2,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,43,2,cooler,89.1,31.7,89.1,31.8,89.2,31.8,89.3,39.37,0.2,39.37,Database 1
977,Thailand,2.29,87.96,32.38,0.46,1.1,31.8,69,0.24,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,30,2,cooler,89.2,31.8,89.2,31.9,89.3,31.9,89.4,47.24,0.24,47.24,Database 1
978,Thailand,2.51,93.71,34.33,0.62,1.1,32.1,69.3,0.21,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,25,1,cooler,89.8,32.1,89.8,32.2,89.9,32.2,90,41.34,0.21,41.34,Database 1
979,Thailand,2.44,92.09,33.36,0.45,1.1,32.1,69.8,0.2,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,37,2,cooler,89.8,32.1,89.8,32.2,89.9,32.2,90,39.37,0.2,39.37,Database 1
980,Thailand,2.37,90.17,32.14,0.45,1.1,32,69.3,0.3,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,50,0,cooler,89.6,32,89.6,32.1,89.8,32.2,90,59.06,0.3,59.06,Database 1
981,Thailand,2.44,92.05,33.03,0.45,1.1,32.1,69.2,0.22,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,25,1,no change,89.8,32.1,89.8,32.2,90,32.3,90.2,43.31,0.22,43.31,Database 1
982,Thailand,2.51,93.57,32.86,0.63,1.1,32.2,69,0.46,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,26,2,cooler,90,32.2,90,32.3,90.2,32.4,90.4,90.55,0.46,90.55,Database 1
983,Thailand,2.56,94.65,34.09,0.66,1.1,32.3,69.1,0.28,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,26,2,cooler,90.1,32.3,90.1,32.3,90.1,32.3,90.1,55.12,0.28,55.12,Database 1
984,Thailand,2.46,92.53,33.02,0.46,1.1,32.2,68.8,0.23,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,29,2,cooler,90,32.2,90,32.3,90.1,32.3,90.2,45.28,0.23,45.28,Database 1
985,Thailand,2.49,93.32,32.61,0.46,1.1,32.3,68.7,0.29,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,35,2,cooler,90.1,32.3,90.1,32.4,90.3,32.5,90.5,57.09,0.29,57.09,Database 1
986,Thailand,3,99.12,34.36,0.66,1.1,33.8,65.8,0.53,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,24,1,cooler,92.8,33.8,92.8,33.8,92.8,33.8,92.8,104.33,0.53,104.33,Database 1
987,Thailand,3,99.12,34.09,0.43,1.1,34.1,65.3,0.31,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,31,2,cooler,93.4,34.1,93.4,34.1,93.4,34.1,93.4,61.02,0.31,61.02,Database 1
988,Thailand,3,99.12,35.16,0.66,1.1,33.7,65.5,0.31,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,25,2,cooler,92.7,33.7,92.7,33.7,92.7,33.7,92.7,61.02,0.31,61.02,Database 1
989,Thailand,3,99.12,34.55,0.45,1.1,33.8,65.2,0.23,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,26,2,no change,92.8,33.8,92.8,33.8,92.8,33.8,92.8,45.28,0.23,45.28,Database 1
990,Thailand,2.96,98.95,33.18,0.56,1.1,33.5,66.7,0.61,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,26,2,cooler,92.3,33.5,92.3,33.6,92.4,33.6,92.5,120.08,0.61,120.08,Database 1
991,Thailand,2.68,96.43,33.74,0.51,1.1,32.6,69.7,0.28,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,46,2,cooler,90.7,32.6,90.7,32.8,91,32.9,91.3,55.12,0.28,55.12,Database 1
992,Thailand,2.52,93.92,32.53,0.49,1.1,32.4,69.3,0.36,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,30,2,cooler,90.3,32.4,90.3,32.5,90.4,32.5,90.5,70.87,0.36,70.87,Database 1
993,Thailand,2.61,95.39,34.03,0.61,1.1,32.4,70,0.29,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,36,2,cooler,90.3,32.4,90.3,32.5,90.4,32.5,90.5,57.09,0.29,57.09,Database 1
994,Thailand,2.49,93.32,31.83,0.4,1.1,32.4,69.6,0.37,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,33,2,cooler,90.3,32.4,90.3,32.5,90.5,32.6,90.7,72.83,0.37,72.83,Database 1
995,Thailand,2.57,94.82,33.9,0.51,1.1,32.4,68.6,0.21,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,35,2,cooler,90.3,32.4,90.3,32.5,90.4,32.5,90.5,41.34,0.21,41.34,Database 1
996,Thailand,2.63,95.79,35.59,0.65,1.1,32.3,69.2,0.15,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,29,2,cooler,90.1,32.3,90.1,32.4,90.3,32.5,90.5,29.53,0.15,29.53,Database 1
997,Thailand,2.51,93.73,34.27,0.56,1.1,32.1,69.6,0.19,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,21,2,cooler,89.8,32.1,89.8,32.2,90,32.3,90.2,37.4,0.19,37.4,Database 1
998,Thailand,2.42,91.53,32.64,0.57,1.1,32,69.4,0.36,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,23,1,cooler,89.6,32,89.6,32.1,89.8,32.2,90,70.87,0.36,70.87,Database 1
999,Thailand,2.34,89.34,31.12,0.31,1.1,32.2,69.8,0.31,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,26,1,cooler,90,32.2,90,32.3,90.1,32.3,90.2,61.02,0.31,61.02,Database 1
1000,Thailand,2.59,95.19,35.06,0.67,1.1,32.3,69.3,0.19,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,25,1,cooler,90.1,32.3,90.1,32.3,90.1,32.3,90.1,37.4,0.19,37.4,Database 1
1001,Thailand,2.54,94.32,33.62,0.57,1.1,32.3,69.2,0.27,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,34,2,cooler,90.1,32.3,90.1,32.4,90.2,32.4,90.3,53.15,0.27,53.15,Database 1
1002,Thailand,2.53,94.11,34.19,0.56,1.1,32.2,70.1,0.21,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,31,2,cooler,90,32.2,90,32.3,90.1,32.3,90.2,41.34,0.21,41.34,Database 1
1003,Thailand,2.53,93.96,34.01,0.55,1.1,32.2,70.4,0.22,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,40,2,cooler,90,32.2,90,32.3,90.1,32.3,90.2,43.31,0.22,43.31,Database 1
1004,Thailand,2.55,94.43,34.01,0.46,1.1,32.3,69.7,0.18,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,27,2,cooler,90.1,32.3,90.1,32.4,90.3,32.5,90.5,35.43,0.18,35.43,Database 1
1005,Thailand,2.66,96.23,34.37,0.34,1.1,32.6,69.3,0.14,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,29,2,cooler,90.7,32.6,90.7,32.8,91,32.9,91.3,27.56,0.14,27.56,Database 1
1006,Thailand,2.69,96.57,33.35,0.43,1.1,32.7,69.3,0.26,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,39,2,cooler,90.9,32.7,90.9,32.9,91.2,33,91.5,51.18,0.26,51.18,Database 1
1007,Thailand,2.66,96.15,33.53,0.57,1.1,32.5,69.7,0.35,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,33,2,cooler,90.5,32.5,90.5,32.7,90.9,33,91.3,68.9,0.35,68.9,Database 1
1008,Thailand,2.69,96.65,35.02,0.74,1.1,32.4,69.9,0.29,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,34,1,cooler,90.3,32.4,90.3,32.6,90.7,32.9,91.1,57.09,0.29,57.09,Database 1
1009,Thailand,2.74,97.24,34.57,0.56,1.1,32.7,69.6,0.24,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,23,2,no change,90.9,32.7,90.9,32.9,91.2,33,91.5,47.24,0.24,47.24,Database 1
1010,Thailand,2.68,96.45,32.86,0.45,1.1,32.7,69.6,0.35,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,30,2,cooler,90.9,32.7,90.9,32.9,91.2,33,91.5,68.9,0.35,68.9,Database 1
1011,Thailand,2.2,84.9,32.22,0.56,1.1,31.4,69.7,0.3,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,37,1,cooler,88.5,31.4,88.5,31.5,88.7,31.6,88.9,59.06,0.3,59.06,Database 1
1012,Thailand,2.34,89.38,34.31,0.56,1.1,31.5,69.5,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,31,1,cooler,88.7,31.5,88.7,31.6,88.9,31.7,89.1,23.62,0.12,23.62,Database 1
1013,Thailand,2.34,89.42,33.16,0.45,1.1,31.8,69,0.18,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,37,0,cooler,89.2,31.8,89.2,31.9,89.4,32,89.6,35.43,0.18,35.43,Database 1
1014,Thailand,2.32,88.75,32.82,0.41,1.1,31.8,69.6,0.19,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,34,1,cooler,89.2,31.8,89.2,31.9,89.4,32,89.6,37.4,0.19,37.4,Database 1
1015,Thailand,2.48,93.03,32.53,0.46,1.1,32.3,69.6,0.31,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,28,2,cooler,90.1,32.3,90.1,32.4,90.2,32.4,90.3,61.02,0.31,61.02,Database 1
1016,Thailand,2.67,96.35,35.6,0.56,1.1,32.5,69.5,0.13,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,26,2,cooler,90.5,32.5,90.5,32.6,90.6,32.6,90.7,25.59,0.13,25.59,Database 1
1017,Thailand,2.47,92.74,34.24,0.41,1.1,32,70.4,0.13,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,28,2,cooler,89.6,32,89.6,32.2,89.9,32.3,90.2,25.59,0.13,25.59,Database 1
1018,Thailand,2.5,93.36,34.56,0.51,1.1,32,70,0.15,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,29,1,no change,89.6,32,89.6,32.2,89.9,32.3,90.2,29.53,0.15,29.53,Database 1
1019,Thailand,2.56,94.61,33.25,0.46,1.1,32.4,69.5,0.25,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,22,1,cooler,90.3,32.4,90.3,32.5,90.5,32.6,90.7,49.21,0.25,49.21,Database 1
1020,Thailand,2.39,90.92,34.16,0.56,1.1,31.7,71.6,0.18,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,36,2,cooler,89.1,31.7,89.1,31.8,89.3,31.9,89.5,35.43,0.18,35.43,Database 1
1021,Thailand,2.36,90.12,34.28,0.55,1.1,31.7,71.7,0.16,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,38,2,cooler,89.1,31.7,89.1,31.7,89.1,31.7,89.1,31.5,0.16,31.5,Database 1
1022,Thailand,2.28,87.48,32.2,0.51,1.1,31.7,71.8,0.34,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,35,2,cooler,89.1,31.7,89.1,31.8,89.2,31.8,89.3,66.93,0.34,66.93,Database 1
1023,Thailand,2.3,88.15,32.24,0.51,1.1,31.8,71.4,0.34,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,22,1,cooler,89.2,31.8,89.2,31.8,89.2,31.8,89.2,66.93,0.34,66.93,Database 1
1024,Thailand,2.16,83.56,30.14,0.46,1.1,31.8,71,0.72,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,30,0,no change,89.2,31.8,89.2,31.9,89.4,31.9,89.5,141.73,0.72,141.73,Database 1
1025,Thailand,2.25,86.81,33.27,0.45,1.1,31.5,71.6,0.17,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Naturally Ventilated,30,2,cooler,88.7,31.5,88.7,31.6,88.9,31.7,89.1,33.46,0.17,33.46,Database 1
